Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2010-07-01,Sangon Biotech is engaged in the research and development of chemical synthesis of DNA.,Sangon Biotech,https://www.crunchbase.com/organization/sangon-biotech,"Biotechnology, Genetics","Shanghai, Shanghai, China, Asia",Series A - Sangon Biotech,https://www.crunchbase.com/funding_round/sangon-biotech-series-a--bbbcb337,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,2,6200000,USD,6200000,,,,296640162,USD,296640162,Yes,,http://www.sangon.com,$500M to $1B,,1,"84,444"
2010-12-01,"Shineon specializes in high-brightness LED (HB LED) packaging products, as well as high-brightness chip and application products.",Shineon,https://www.crunchbase.com/organization/shineon,"Advanced Materials, Manufacturing, Product Design","Beijing, Beijing, China, Asia",Series B - Shineon,https://www.crunchbase.com/funding_round/shineon-series-b--b2f62ea2,3,"GSR Ventures, IDG Capital, Northern Light Venture Capital",Early Stage Venture,,Series B,4,50000000,USD,50000000,,,,115178207,USD,115178207,Yes,,http://www.shineon.cn,$1M to $10M,Late Stage Venture,1,"114,562"
2009-01-01,"Brite Semiconductor is aimed at assembling optimum IP, foundry, test, and packaging technologies to create custom silicon solutions.",Brite Semiconductor,https://www.crunchbase.com/organization/brite-semiconductor,"Electronics, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Series A - Brite Semiconductor,https://www.crunchbase.com/funding_round/brite-semiconductor-series-a--7052da5c,3,"Gobi Partners, Norwest Venture Partners, Semiconductor Manufacturing International",Early Stage Venture,,Series A,4,6700000,USD,6700000,,,,80934364,USD,80934364,Yes,,http://www.britesemi.com,$10M to $50M,Late Stage Venture,2,"147,640"
2009-12-01,Cwbio IT Group provides high quality biology reagents in life science research and molecular diagnostics field.,Cwbio IT Group,https://www.crunchbase.com/organization/cwbio-it-group,"AgTech, Biotechnology, Life Science, Manufacturing, Medical","Changping, Beijing, China, Asia",Series A - Cwbio IT Group,https://www.crunchbase.com/funding_round/cwbio-it-group-series-a--97842536,1,Tsing-Yuan Capital,Early Stage Venture,,Series A,3,,,,,,,248000000,CNY,36088008,Yes,,https://www.cwbiotech.com/,,,,"161,196"
2010-12-01,WeDoctor is a medical health technology platform that offers online services for hospitals and doctors on-site.,WeDoctor,https://www.crunchbase.com/organization/guahao,"Health Care, Hospitality, Internet, Medical","Xiaoshan, Zhejiang, China, Asia",Series A - WeDoctor,https://www.crunchbase.com/funding_round/guahao-series-a--10ec6312,2,"Cybernaut Venture Capital, Fenghe Capital",Early Stage Venture,,Series A,7,159451600,CNY,23929351,,,,1455429351,USD,1455429351,Yes,,https://www.guahao.com,$100M to $500M,Late Stage Venture,,"176,763"
2010-02-01,Shandong Linglong Tyre is a leading Chinese tire manufacturer,Linglong Tyre,https://www.crunchbase.com/organization/shandong-linglong-tyre,"Automotive, Industrial Manufacturing, Manufacturing","Shandong, Fujian, China, Asia",Series A - Linglong Tyre,https://www.crunchbase.com/funding_round/shandong-linglong-tyre-series-a--fe1f966e,4,"Haitong Capital, Legend Holdings, Puhua Capital, Yuanhe Holding",Early Stage Venture,,Series A,3,,,,,,,,,,Yes,,http://en.linglong.cn/,,IPO,,"189,394"
2010-12-01,Letao is a Chinese website that operates as an online retailer of footwear including sneakers and leather shoes.,Letao,https://www.crunchbase.com/organization/letao,"E-Commerce, Internet, Shoes","Fengtai, Beijing, China, Asia",Series C - Letao,https://www.crunchbase.com/funding_round/letao-series-c--22e6c44a,3,"Ceyuan Ventures, DT Capital Partners, Tiger Fund",Late Stage Venture,"Ceyuan Ventures, DT Capital Partners, Tiger Fund",Series C,6,32472800,USD,32472800,,,,76472800,USD,76472800,Yes,,http://letao.com/,$1M to $10M,,,"212,113"
2010-12-01,"Reach Surgical is a company focused on providing surgical instruments and medical equipments, integrating R&D, production, and sales.",Reach Surgical,https://www.crunchbase.com/organization/reach-surgical,"Health Care, Hospitality","Tianjin, Guangdong, China, Asia",Venture Round - Reach Surgical,https://www.crunchbase.com/funding_round/reach-surgical-series-unknown--a3cb3fa1,4,"China Renaissance Capital Investment, Kaiwu Capital, Legend Capital, Matrix Partners China",,Kaiwu Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.reachsurgical.com/,,,,"217,333"
2010-11-16,WinChannel is an enterprise focused on delivering marketing management solutions in the consumer goods industry.,Winchannel,https://www.crunchbase.com/organization/winchannel,"Apparel, Consumer Goods, Enterprise Software, Marketing","Haidian, Beijing, China, Asia",Series A - Winchannel,https://www.crunchbase.com/funding_round/winchannel-series-a--ae542a7d,2,"Intel Capital, SIG China (SIG Asia Investments)",Early Stage Venture,"Intel Capital, SIG China (SIG Asia Investments)",Series A,1,2000000,USD,2000000,,,,2000000,USD,2000000,Yes,,http://winchannel.net/en,,Early Stage Venture,,"223,834"
2010-05-25,Arrail Dental Clinic is specialized in providing oral health care services to its clients both home and abroad.,Arrail Dental Clinic,https://www.crunchbase.com/organization/arrail-dental-clinic,"Dental, Health Care, Medical","Beijing, Beijing, China, Asia",Series A - Arrail Dental Clinic,https://www.crunchbase.com/funding_round/arrail-dental-clinic-series-a--5404cd18,2,"KPCB China, Qiming Venture Partners",Early Stage Venture,"KPCB China, Qiming Venture Partners",Series A,5,20000000,USD,20000000,,,,400000000,USD,400000000,Yes,,http://www.arrailgroup.com,$100M to $500M,Late Stage Venture,1,"237,921"
2010-01-25,CTC Technical Fabrics is a provider of industrial composite materials with a focus on providing textiles and fiber products.,CTC Technical Fabrics,https://www.crunchbase.com/organization/ctc-technical-fabrics,Manufacturing,"Changzhou, Zhejiang, China, Asia",Series A - CTC Technical Fabrics,https://www.crunchbase.com/funding_round/ctc-technical-fabrics-series-a--0845226b,5,"Changzhou Hongtu Venture Capital, Changzhou Wujin Hongtu Venture Capital, Madrona, Shenzhen Capital Group, WI Harper Group",Early Stage Venture,Madrona,Series A,1,,,,,,,,,,Yes,,http://en.ctc-tf.cn/,$1M to $10M,Early Stage Venture,,"240,950"
2010-12-31,Nanfang Shuini is a cement manufacturing company.,Nanfang Shuini,https://www.crunchbase.com/organization/nanfang-shuini,"Building Material, Manufacturing, Sales","Yuhang, Zhejiang, China, Asia",Series A - Nanfang Shuini,https://www.crunchbase.com/funding_round/nanfang-shuini-series-a--07788c44,12,"Bailian Touzi, Dongfang Zichan Guquan Touzibu, Lima Konggu, Liyuan Chuangtou, Liyuan Venture Capital, Qida Touzi, Tanxi Jituan, Xingxiang Jituan, Yaya Konggu, Yinsheng Touzi, Zhaoshan Xinxing Jituan, Zhentong Guquan Touzi",Early Stage Venture,,Series A,2,10000000,CNY,1515042,,,,13000000,CNY,1953567,Yes,,http://www.scement.cn/,,Early Stage Venture,,"241,067"
2009-12-14,"Inventronics worldwide producer of Appliances, Electrical, and Electronics.",Inventronics,https://www.crunchbase.com/organization/inventronics-1eb3,"Electrical Distribution, Electronics, Manufacturing","Guangzhou, Guangdong, China, Asia",Series B - Inventronics,https://www.crunchbase.com/funding_round/inventronics-1eb3-series-b--84b4ba19,2,"Sinowisdom, Vangoo Investment Partners",Early Stage Venture,Sinowisdom,Series B,1,,,,,,,,,,Yes,,https://www.inventronics-co.com,,Early Stage Venture,,"242,575"
2009-11-09,Phoenix New Media (PNM) is a Chinese new media company offering an integrated platform.,Phoenix New Media,https://www.crunchbase.com/organization/phoenix-new-media,"Broadcasting, Photography","Beijing, Beijing, China, Asia",Venture Round - Phoenix New Media,https://www.crunchbase.com/funding_round/phoenix-new-media-series-unknown--5e9d3134,4,"5Y Capital, BAI capital, Intel Capital, Morningside",,5Y Capital,Venture - Series Unknown,1,25000000,USD,25000000,,,,25000000,USD,25000000,Yes,,http://www.ifeng.com/corp/about,,IPO,1,"245,733"
2009-08-31,Wuhan Rural Commercial Bank provides banking and financial services.,Wuhan Rural Commercial Bank,https://www.crunchbase.com/organization/wuhan-rural-commercial-bank,"Banking, Finance, Financial Services","Wuhan, Hubei, China, Asia",Angel Round - Wuhan Rural Commercial Bank,https://www.crunchbase.com/funding_round/wuhan-rural-commercial-bank-angel--1398845d,16,"Beijing Xinrun Touzi Youxian Gongsi, Changshu Bank, Hubei Xiangli Zichan Guanli Youxian Gongsi, Wuhan Dangdai Science & Technology Industries Group, Wuhan Guoyou Zichan Jingying Gongsi, Wuhan Hailuo Zhiye Fazhan Youxian Gongsi, Wuhan Hejiadun Shiye Jituan Youxian Gongsi, Wuhan Nongye Jituan Youxian Gongsi, Wuhan Yunsheng Holdings, Wuhan Zhonglian Touzi Youxian Gongsi, Wuhan Zhongxiao Qiye Xinyong Rongzi Danbao Youxian Gongsi, Wuhan Zhongyi Qiye Guanli Zixun Gufen Youxian Gongsi, Wuhanshi Caidian Chengjian Touzi Kaifa Jituan Youxian Gongsi, Wuhanshi Dianli Kaifa Youxian Gongsi, Wuhanshi Minzhong Touzi Youxian Zeren Gongsi, Xingfu Industry",Seed,,Angel,2,3000000,CNY,439215,,,,13000000,CNY,2078395,Yes,,http://whrcbank.com/,$500M to $1B,Early Stage Venture,,"248,701"
2010-10-14,Jiahe Yipin is a restaurant chain brand that sell ​​healthy and nutritious foods.,Jiahe Yipin,https://www.crunchbase.com/organization/jiahe-yipin,"Food and Beverage, Nutrition, Restaurants","Shunyi, Beijing, China, Asia",Venture Round - Jiahe Yipin,https://www.crunchbase.com/funding_round/jiahe-yipin-series-unknown--86ac8592,2,"HSG, Yonghua Capital",,HSG,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.jhyp.com.cn/,,,,"249,342"
2009-12-01,InMyShow is a provider of one-stop social marketing solutions in China.,InMyShow,https://www.crunchbase.com/organization/inmyshow,"Advertising, Marketing, Social Media, Social Network","Sanlitun, Anhui, China, Asia",Series A - InMyShow,https://www.crunchbase.com/funding_round/inmyshow-series-a--2dfea107,2,"SAIF Partners, SINA Corporation",Early Stage Venture,"SAIF Partners, SINA Corporation",Series A,3,4000000,USD,4000000,,,,105963115,USD,105963115,Yes,,http://www.inmyshow.com,$500M to $1B,Late Stage Venture,,"255,835"
2010-12-28,Ihaveu.com is a Chinese luxury shopping site.,Ihaveu.com,https://www.crunchbase.com/organization/ihaveu-com,"E-Commerce, Retail, Shopping","Tianjin, Guangdong, China, Asia",Venture Round - Ihaveu.com,https://www.crunchbase.com/funding_round/ihaveu-com-series-unknown--ee0f9c64,2,"IDG Capital, Lightspeed Venture Partners",,"IDG Capital, Lightspeed Venture Partners",Venture - Series Unknown,2,11000000,USD,11000000,,,,51000000,USD,51000000,Yes,,http://www.ihaveu.com,$10M to $50M,Early Stage Venture,,"257,192"
2010-06-01,"NetPosa Science & Tech is focused on R&D of video processing, monitoring, and video storage technology and products.",NetPosa Technologies,https://www.crunchbase.com/organization/beijing-netposa-technologies-co-ltd,"Software, Video, Video Streaming","Beijing, Beijing, China, Asia",Series B - NetPosa Technologies,https://www.crunchbase.com/funding_round/beijing-netposa-technologies-co-ltd-series-b--ffdac731,2,"Intel Capital, Sensegain Asset Management",Early Stage Venture,Intel Capital,Series B,2,31500000,CNY,4612497,,,,51500000,CNY,7541900,Yes,,http://www.netposa.com,$10M to $50M,IPO,,"258,343"
2010-03-10,Advanced Micro-Fabrication Equipment provides microfabrication services for the semiconductor and high-tech industries.,Advanced Micro-Fabrication Equipment,https://www.crunchbase.com/organization/advanced-micro-fabrication-equipment,"Industrial, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Series D - Advanced Micro-Fabrication Equipment,https://www.crunchbase.com/funding_round/advanced-micro-fabrication-equipment-series-d--f12a255d,9,"Bay Partners, Global Catalyst Partners, Goldman Sachs, InterWest Partners, Lightspeed Venture Partners, Qualcomm Ventures, Redpoint Ventures China, Shanghai Venture Capital Co.,Ltd, Walden International",Late Stage Venture,,Series D,7,46000000,USD,46000000,,,,156110000,USD,156110000,Yes,,http://www.amec-inc.com/,$10M to $50M,,5,"266,754"
2010-12-12,AltoBeam is a fabless IC design company engaged in the designing of digital TV receiver chipsets.,Altobeam,https://www.crunchbase.com/organization/altobeam,"Electronics, Semiconductor, TV","Beijing, Beijing, China, Asia",Series C - Altobeam,https://www.crunchbase.com/funding_round/altobeam-series-c--1752a72a,4,"DFJ DragonFund, PYJ-Dynasty Venture Fund, Tano Capital, U.S. Venture Partners",Late Stage Venture,U.S. Venture Partners,Series C,4,6000000,USD,6000000,,,,20000000,USD,20000000,Yes,,http://www.altobeam.com,,Late Stage Venture,3,"269,941"
2010-12-16,Jia.com is an interior designing platform that focuses mainly on home decoration.,Jia.com,https://www.crunchbase.com/organization/jia-com,"E-Commerce, Home Decor, Interior Design","Shanghai, Shanghai, China, Asia",Series A - Jia.com,https://www.crunchbase.com/funding_round/jia-com-series-a--955b61b2,7,"Baidu, CDH Investments, Cowin Venture, GF Xinde Investment Management, Hua-Yuan Group, JiangSu QianRong Assets Management, Oriza Holdings",Early Stage Venture,Baidu,Series A,4,276500000,CNY,41490090,1000000000,CNY,150054575,192390090,USD,192390090,Yes,,http://www.jia.com,$100M to $500M,Private Equity,,"269,538"
2010-08-01,eHi is a Chinese car rental platform that utilizes an advanced vehicle management system.,eHi Car Rental,https://www.crunchbase.com/organization/ehi-car-rental,"Automotive, Rental","Shanghai, Shanghai, China, Asia",Series C - eHi Car Rental,https://www.crunchbase.com/funding_round/ehi-car-rental-series-c--dcafcf57,5,"CDH Investments, Goldman Sachs, Ignition Partners, JAFCO Asia, Qiming Venture Partners",Late Stage Venture,Goldman Sachs,Series C,7,70000000,USD,70000000,,,,418250000,USD,418250000,Yes,,http://www.1hai.cn,$100M to $500M,M&A,2,"270,524"
2009-11-02,BGB specializes in the use of microorganism technology to convert kitchen waste in microbial protein feed and microbial fertilizer additive.,Beijing Goldenway Bio-Tech,https://www.crunchbase.com/organization/beijing-goldenway-bio-tech,"Agriculture, Biotechnology, Waste Management","Peking, Beijing, China, Asia",Venture Round - Beijing Goldenway Bio-Tech,https://www.crunchbase.com/funding_round/beijing-goldenway-bio-tech-series-unknown--01e2c960,1,Tsing Capital,,Tsing Capital,Venture - Series Unknown,1,11700000,USD,11700000,,,,11700000,USD,11700000,Yes,,http://www.jiabowen.com,$1M to $10M,,1,"273,190"
2010-02-01,"Aeonmed Medical Treatment is a manufacturer and supplier of operating theatre and ICU devices, and medical treatment system solutions.",Aeonmed Medical Treatment,https://www.crunchbase.com/organization/aeonmed-medical-treatment,"Health Care, Manufacturing, Medical, Medical Device","Beijing, Beijing, China, Asia",Series A - Aeonmed Medical Treatment,https://www.crunchbase.com/funding_round/aeonmed-medical-treatment-series-a--7360244b,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,1,3530000,USD,3530000,,,,3530000,USD,3530000,Yes,,http://www.aeonmed.com,,Early Stage Venture,1,"276,079"
2010-01-01,Ifensi.com is a Chinese online entertainment platform that offers comprehensive interactive web services.,Ifensi.com,https://www.crunchbase.com/organization/ifensi-com,"Internet, Media and Entertainment, Social Media","Beijing, Beijing, China, Asia",Series A - Ifensi.com,https://www.crunchbase.com/funding_round/ifensi-com-series-a--8e4e998a,1,China Equity,Early Stage Venture,China Equity,Series A,2,27000000,USD,27000000,,,,29360000,USD,29360000,Yes,,http://www.ifensi.com/,,Early Stage Venture,,"280,203"
2009-10-01,Weifang Pharmaceutical Factory manufactures and commercializes pharmaceuticals and medical consumables.,Weifang Pharmaceutical Factory,https://www.crunchbase.com/organization/weifang-pharmaceutical-factory-co-ltd,"Manufacturing, Medical, Pharmaceutical","Weifang, Shandong, China, Asia",Series A - Weifang Pharmaceutical Factory,https://www.crunchbase.com/funding_round/weifang-pharmaceutical-factory-co-ltd-series-a--98a4ae3a,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,20560000,CNY,3011573,,,,20560000,CNY,3011573,Yes,,http://www.weifangpharm.com,,Early Stage Venture,,"281,631"
2009-07-13,Jinguan Auto is an automobile manufacturing company that designs special and recreational vehicles.,Jinguan Auto,https://www.crunchbase.com/organization/jinguan-auto,"Automotive, Manufacturing, Sales","Bicheng, Chongqing, China, Asia",Series A - Jinguan Auto,https://www.crunchbase.com/funding_round/jinguan-auto-series-a--4d97154a,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,21000000,CNY,3073519,,,,21000000,CNY,3073519,Yes,,http://www.jinguanauto.com/,,Early Stage Venture,,"281,521"
2009-03-01,PAX Technology is an information technology company offering software integration services.,PAX Global Technology,https://www.crunchbase.com/organization/pax-global-technology,"Finance, Hardware, Information Technology, Point of Sale, Software","Wanchai, Guangdong, China, Asia",Series B - PAX Global Technology,https://www.crunchbase.com/funding_round/pax-global-technology-series-b--893edfb3,1,Hao Capital,Early Stage Venture,Hao Capital,Series B,1,20000000,USD,20000000,,,,20000000,USD,20000000,Yes,,http://www.paxglobal.com.hk,,IPO,,"281,432"
2009-01-01,Mobile Multimedia is a Chinese high-tech company specialized in the field of value-added services of mobile streaming media.,Mobile Multimedia,https://www.crunchbase.com/organization/mobile-multimedia-co-ltd,"CRM, Enterprise Software, Information Technology, Internet, Marketing, Mobile, Service Industry, Telecommunications","Beijing, Beijing, China, Asia",Series A - Mobile Multimedia,https://www.crunchbase.com/funding_round/mobile-multimedia-co-ltd-series-a--e1b71b76,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,21000000,CNY,3076805,,,,21000000,CNY,3076805,Yes,,http://www.mm2u.com.cn,,Early Stage Venture,,"281,494"
2009-12-01,"KTK Group specializes in the research, development, and production of rail transit vehicle equipments with diverse operations.",KTK Group,https://www.crunchbase.com/organization/ktk-group-co-ltd,"Electronics, Manufacturing, Small and Medium Businesses","Changzhou, Zhejiang, China, Asia",Series B - KTK Group,https://www.crunchbase.com/funding_round/ktk-group-co-ltd-series-b--54c032f9,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series B,2,11000000,CNY,1611172,,,,461000000,CNY,67522968,Yes,,http://www.wjjh.com,$500M to $1B,IPO,,"281,588"
2010-11-01,Hakim Unique Internet is a Hangzhou-based smart building and smart city services provider.,Hakim Unique Internet,https://www.crunchbase.com/organization/hakim-information-technology,"Customer Service, Internet, Smart Cities, Software, Web Hosting","Hangzhou, Zhejiang, China, Asia",Series B - Hakim Unique Internet,https://www.crunchbase.com/funding_round/hakim-information-technology-series-b--ccd0f956,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series B,1,33130000,CNY,4946692,,,,33130000,CNY,4946692,Yes,,http://www.hakim.com.cn/,$10M to $50M,IPO,,"281,353"
2010-12-01,Quanzhou is focused on the research and production of radio frequency technologies.,Lake Communications,https://www.crunchbase.com/organization/quanzhou-lake-communications-company-limited,"Communications Infrastructure, Internet Radio, Mobile","Quanzhou, Fujian, China, Asia",Series A - Lake Communications,https://www.crunchbase.com/funding_round/quanzhou-lake-communications-company-limited-series-a--39d3905b,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,100000000,CNY,15007282,,,,100000000,CNY,15007282,Yes,,http://www.rflake.com,Less than $1M,Early Stage Venture,,"281,602"
2010-12-01,Chongqing Gient Technology is an energy performance contracting company which specializes in cycling the industrial thermal energy.,Gient,https://www.crunchbase.com/organization/chongqing-gient-technology-co-ltd,"CleanTech, Cycling, Energy","Chongqing, Heilongjiang, China, Asia",Series A - Gient,https://www.crunchbase.com/funding_round/chongqing-gient-technology-co-ltd-series-a--3ad0f475,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,20000000,CNY,3001456,,,,20000000,CNY,3001456,Yes,,http://www.gient.com.cn,,Early Stage Venture,,"281,613"
2010-12-01,Chongqing Bright Industry is a Chinese company based on generating and manufacturing auto parts.,Bright Industry,https://www.crunchbase.com/organization/chongqing-bright-industry-group-co-ltd,"Automotive, Electric Vehicle, Industrial, Manufacturing, Service Industry","Chongqing, Heilongjiang, China, Asia",Series A - Bright Industry,https://www.crunchbase.com/funding_round/chongqing-bright-industry-group-co-ltd-series-a--4eae6164,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,30000000,CNY,4502184,,,,30000000,CNY,4502184,Yes,,http://www.cqbright.com,,Early Stage Venture,,"281,552"
2009-10-01,Leading supplier of the measurement and control equipment and system,Chongqing Data Control Technology Co,https://www.crunchbase.com/organization/chongqing-data-control-technology-co,"Building Material, Communications Infrastructure, Supply Chain Management, Test and Measurement","Chongqing, Heilongjiang, China, Asia",Series A - Chongqing Data Control Technology Co,https://www.crunchbase.com/funding_round/chongqing-data-control-technology-co-series-a--dee77081,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,15000000,CNY,2197159,,,,15000000,CNY,2197159,Yes,,http://cqdatang.en.gongchang.com/,Less than $1M,Early Stage Venture,,"281,573"
2009-05-01,egova is specialized in the development and promotion of e-government and GIS application platforms.,egova,https://www.crunchbase.com/organization/beijing-digital-orthodox-technology,"Enterprise Software, Property Management, Social Network","Beijing, Beijing, China, Asia",Series B - egova,https://www.crunchbase.com/funding_round/beijing-digital-orthodox-technology-series-b--8aa8f1ed,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series B,2,10000000,CNY,1466169,,,,23500000,CNY,3396024,Yes,,http://www.egova.com.cn,$100M to $500M,IPO,,"281,501"
2010-06-13,City Media is an outdoor advertisement firm for commercial buildings.,City Media,https://www.crunchbase.com/organization/city-media-e405,"Advertising, Commercial Real Estate, Marketing, Outdoor Advertising","Guangzhou, Guangdong, China, Asia",Series A - City Media,https://www.crunchbase.com/funding_round/city-media-e405-series-a--b56a11f7,1,Northern Light Venture Capital,Early Stage Venture,Northern Light Venture Capital,Series A,1,30000000,USD,30000000,,,,30000000,USD,30000000,Yes,,http://www.city-media.com.cn/,,IPO,,"288,278"
2010-01-01,Zhejiang Starry Pharmaceutical  is a  Pharmaceutical Companny.,Zhejiang Starry Pharmaceutical,https://www.crunchbase.com/organization/zhejiang-starry-pharmaceutical,Pharmaceutical,"Hangzhou, Zhejiang, China, Asia",Series B - Zhejiang Starry Pharmaceutical,https://www.crunchbase.com/funding_round/zhejiang-starry-pharmaceutical-series-b--bf828da6,1,Zhejiang Paradise,Early Stage Venture,Zhejiang Paradise,Series B,1,40000000,CNY,5857580,,,,40000000,CNY,5857580,Yes,,http://www.starrypharm.com,,IPO,,"291,638"
2010-01-01,"Gmond Jewelry is an e-commerce platform for diamond rings, gold jewelry, and products.",Gmond Jewelry,https://www.crunchbase.com/organization/gmond-jewelry,"B2C, E-Commerce, Jewelry","Luohu, Guangdong, China, Asia",Series A - Gmond Jewelry,https://www.crunchbase.com/funding_round/gmond-jewelry-series-a--fcbfb748,1,Leading Capital,Early Stage Venture,Leading Capital,Series A,1,10000000,CNY,1464395,,,,10000000,CNY,1464395,Yes,,http://www.gmond.com/,,Early Stage Venture,,"291,164"
2010-01-01,"Powerlayer Microsystems is a fabless semiconductor company, develops system-on-chip (SOC) solutions for high definition television.",Powerlayer Microsystems,https://www.crunchbase.com/organization/powerlayer-microsystems,"Manufacturing, Semiconductor","Beijing, Beijing, China, Asia",Venture Round - Powerlayer Microsystems,https://www.crunchbase.com/funding_round/powerlayer-microsystems-series-unknown--216d1758,1,Keytone Ventures,,Keytone Ventures,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.plmhinc.com/,,,,"290,352"
2010-09-16,1Pad.cn provides news information related to electronic tablets.,1Pad.cn,https://www.crunchbase.com/organization/1pad-cn,"Electronics, Information Services, Online Portals","Guangzhou, Guangdong, China, Asia",Series A - 1Pad.cn,https://www.crunchbase.com/funding_round/1pad-cn-series-a--6e118f2c,1,Guosen H&S Investments,Early Stage Venture,Guosen H&S Investments,Series A,1,10000000,CNY,1486863,,,,10000000,CNY,1486863,Yes,,http://www.1pad.cn/,,Early Stage Venture,,"289,814"
2010-12-01,NALA is an online shop that offers cosmetics in China.,Nala,https://www.crunchbase.com/organization/nala,"Automotive, Cosmetics, E-Commerce, Logistics, Online Portals","Beijing, Beijing, China, Asia",Series A - Nala,https://www.crunchbase.com/funding_round/nala-series-a--bd8261bd,1,Matrix Partners China,Early Stage Venture,Matrix Partners China,Series A,1,5000000,USD,5000000,,,,5000000,USD,5000000,Yes,,http://www.nala.com.cn,,Early Stage Venture,,"288,214"
2009-09-01,"Keniu offers a new-generation picture software that supports picture editing, management, browsing as well as a variety of fun apps.",Keniu,https://www.crunchbase.com/organization/keniu,"Photography, Software","Beijing, Beijing, China, Asia",Series A - Keniu,https://www.crunchbase.com/funding_round/keniu-series-a--c280b749,1,Matrix Partners China,Early Stage Venture,Matrix Partners China,Series A,1,30000000,CNY,4392314,,,,30000000,CNY,4392314,Yes,,http://yx.keniu.com,$1M to $10M,Early Stage Venture,,"304,930"
2010-01-01,Essen Technology is a company specialized in medical device research and development services.,Essen Technology,https://www.crunchbase.com/organization/essen-technology,"Health Care, Medical, Medical Device","Shunyi, Beijing, China, Asia",Series A - Essen Technology,https://www.crunchbase.com/funding_round/essen-technology-series-a--6021adda,1,Tiantu Capital,Early Stage Venture,Tiantu Capital,Series A,1,60000000,CNY,8786370,,,,60000000,CNY,8786370,Yes,,http://www.essengroup.net/,,Early Stage Venture,,"308,167"
2010-08-26,Hainan Shuangcheng Pharmaceuticals  is a biotechnology company,Hainan Shuangcheng Pharmaceuticals,https://www.crunchbase.com/organization/hainan-shuangcheng-pharmaceuticals,"Biotechnology, Chemical, Marketing, Pharmaceutical","Haikou, Hainan, China, Asia",Corporate Round - Hainan Shuangcheng Pharmaceuticals,https://www.crunchbase.com/funding_round/hainan-shuangcheng-pharmaceuticals-corporate-round--05a30f3e,1,IDG Capital,,IDG Capital,Corporate Round,2,140500000,CNY,20660227,,,,140500000,CNY,20660227,Yes,,http://www.shuangchengmed.com/,,IPO,,"308,676"
2010-12-01,"MAXCOM is engaged in research and development, manufacture, and sales of hematology.",MAXCOM,https://www.crunchbase.com/organization/maxcom-99cf,"Health Diagnostics, Manufacturing, Medical","Shenzhen, Guangdong, China, Asia",Funding Round - MAXCOM,https://www.crunchbase.com/funding_round/maxcom-99cf-undisclosed--7d74693f,1,Sangel Capital,,Sangel Capital,Funding Round,1,50000000,CNY,7503641,,,,50000000,CNY,7503641,Yes,,http://www.maxcom.com.cn/,,,,"308,919"
2009-10-20,"Tencho Technology develops, sells and services computer peripherals, network communications and electronic products.",Tencho Technology,https://www.crunchbase.com/organization/tencho-technology,"Communication Hardware, Enterprise Software, Manufacturing, Software","Guangdong, Jilin, China, Asia",Venture Round - Tencho Technology,https://www.crunchbase.com/funding_round/tencho-technology-series-unknown--9b11599e,1,Legend Capital,,Legend Capital,Venture - Series Unknown,1,14650000,USD,14650000,,,,14650000,USD,14650000,Yes,,http://www.tenchotech.com,,,,"308,981"
