Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2010-12-10,FZB is an auto parts system provider that manufactures and sells auto parts.,FZB,https://www.crunchbase.com/organization/fzb,"Automotive, Manufacturing, Sales","Fuxin, Liaoning, China, Asia",Angel Round - FZB,https://www.crunchbase.com/funding_round/fzb-angel--ead6e3ae,8,"Dezhihe Investment, Fosun International, Fubo Youxian Gongsi, Fuxin Dinghong, Shanghai Pingyi, Shanghai Yiyong, Stone Capital, Tongding Group",Seed,,Angel,2,3000000,CNY,450717,,,,13000000,CNY,2021311,Yes,,http://www.fzb.com.cn/,$500M to $1B,IPO,,"379,787"
2010-12-29,"Yiselle is a design service company that specializes in brand planning, design development and marketing of underwear products.",Yiselle,https://www.crunchbase.com/organization/yiselle,"Advertising, E-Commerce, Fashion, Lingerie","Shenzhen, Guangdong, China, Asia",Angel Round - Yiselle,https://www.crunchbase.com/funding_round/yiselle-angel--164fd96e,3,"Oriental Fortune Capital, Suzhou Botao Chuang tou, Yibai Konggu",Seed,,Angel,1,3000000,CNY,453074,,,,3000000,CNY,453074,Yes,,http://www.yiselle.com/,,Seed,,"381,285"
2010-06-25,HSAE is a automotive electronics industry.,HSAE,https://www.crunchbase.com/organization/hase,"Electronics, Transportation","Shenzhen, Guangdong, China, Asia",Series D - HSAE,https://www.crunchbase.com/funding_round/hase-series-d--434a8c75,3,"Anzhuoxin Venture Capital, Avic Avionics, Guangdong Airport",Late Stage Venture,,Series D,5,50000000,CNY,7363374,,,,112800000,CNY,15831643,Yes,,http://www.hangsheng.com.cn/,,Late Stage Venture,,"381,585"
2010-08-01,2Duche.com is a Chinese second hand transaction and service platform that provides marketing services for customers.,2Duche,https://www.crunchbase.com/organization/2duche,"Customer Service, E-Commerce, Marketing","Shanghai, Shanghai, China, Asia",Venture Round - 2Duche,https://www.crunchbase.com/funding_round/2duche-series-unknown--91049779,3,"IDG Capital, Ignition Partners, Qiming Venture Partners",,,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://www.2duche.com,,,,"382,630"
2010-09-01,Quwan.com is a website focused on innovative products catering to lifestyles of people.,Quwan.com,https://www.crunchbase.com/organization/quwan-com,"E-Commerce, Innovation Management, Retail","Beijing, Beijing, China, Asia",Series B - Quwan.com,https://www.crunchbase.com/funding_round/quwan-com-series-b--329fb26d,3,"Ez Capital Funding, Matrix Partners China, Trustbridge Partners",Early Stage Venture,,Series B,2,8000000,USD,8000000,,,,10000000,USD,10000000,Yes,,http://Quwan.com,,Early Stage Venture,,"383,836"
2010-12-30,"Jiao Chen Group provides car sales, car repairs, used car replacement, car insurance, car mortgage, and car rental services.",JIAOCHEN GROUP,https://www.crunchbase.com/organization/jiaochen-group,"Automotive, Financial Services, Rental, Sales","Ningbo, Zhejiang, China, Asia",Angel Round - JIAOCHEN GROUP,https://www.crunchbase.com/funding_round/jiaochen-group-angel--735f6791,3,"ABC Capital, JD Capital, Xinhu Konggu",Seed,,Angel,1,3000000,CNY,454460,,,,3000000,CNY,454460,Yes,,http://www.jiaochen.com.cn/,,Seed,,"383,905"
2009-09-01,Chenguang Biotech Group is engaged in the refined processing of agricultural products with extract of natural pigment.,Chenguang Biotech,https://www.crunchbase.com/organization/chenguang-biotech-group-co-ltd,"Agriculture, Biotechnology, Farming","Quzhou, Zhejiang, China, Asia",Series A - Chenguang Biotech,https://www.crunchbase.com/funding_round/chenguang-biotech-group-co-ltd-series-a--c4fb292e,2,"Fortune Venture Capital, Shenzhen Capital Group",Early Stage Venture,,Series A,1,49000000,CNY,7174113,,,,49000000,CNY,7174113,Yes,,http://www.cn-cg.com,,IPO,,"384,383"
2010-12-01,Blue Moon provides chinese brand of laundry detergent services.,Blue Moon,https://www.crunchbase.com/organization/blue-moon-2,"Cleaning Products, CleanTech, Laundry and Dry-cleaning, Service Industry","Huangpu, Shanghai, China, Asia",Angel Round - Blue Moon,https://www.crunchbase.com/funding_round/blue-moon-2-angel--9ce92228,2,"Charisma Partners, Hillhouse Investment",Seed,,Angel,1,,,,,,,,,,Yes,,http://www.bluemoon.com.cn/index.asp,$500M to $1B,Seed,,"384,440"
2009-03-09,"Astronergy specializes in the research, development, and production of solar modules.",Astronergy,https://www.crunchbase.com/organization/astronergy,"Energy, Industrial, Manufacturing, Solar","Hangzhou, Zhejiang, China, Asia",Private Equity Round - Astronergy,https://www.crunchbase.com/funding_round/astronergy-private-equity--31ae3f89,2,"Cybernaut Venture Capital, Shanghai Lianhe Investment",Private Equity,,Private Equity,4,362390000,CNY,52984914,,,,3862390000,CNY,552588538,Yes,,http://www.astronergy.com,$1B to $10B,Late Stage Venture,,"384,535"
2009-01-14,Huafeng manufactures power and electrical connectors.,Huafeng,https://www.crunchbase.com/organization/huafeng,"Industrial Manufacturing, Manufacturing, Semiconductor","Mianyang, Sichuan, China, Asia",Series A - Huafeng,https://www.crunchbase.com/funding_round/huafeng-series-a--8e9afd63,1,"Changhong Electric Co., Ltd",Early Stage Venture,"Changhong Electric Co., Ltd",Series A,3,10000000,CNY,1462891,,,,33000000,CNY,5066286,Yes,,http://www.huafeng796.com/,,Early Stage Venture,,"392,624"
2009-06-01,"Hanson Communication Technology is engaged in the R&D, optimization, and integration of communication networks and relevant tool platforms.",Hantele,https://www.crunchbase.com/organization/hantele,"Communication Hardware, Enterprise, Software, Telecommunications","Guangzhou, Guangdong, China, Asia",Series A - Hantele,https://www.crunchbase.com/funding_round/hantele-series-a--b295c748,1,Fortune Venture Capital,Early Stage Venture,Fortune Venture Capital,Series A,2,15000000,CNY,2197060,,,,15000000,CNY,2197060,Yes,,http://www.hantele.com,,Early Stage Venture,,"393,283"
2010-01-05,Strone is an architectural decoration design and construction company.,Strone,https://www.crunchbase.com/organization/strone,"Architecture, Construction, Real Estate","Shenzhen, Guangdong, China, Asia",Series B - Strone,https://www.crunchbase.com/funding_round/strone-series-b--38195069,1,Shenzhenshi Zhonggen Touzi Youxian Gongsi,Early Stage Venture,Shenzhenshi Zhonggen Touzi Youxian Gongsi,Series B,6,34400000,CNY,5038433,,,,194460000,CNY,28842969,Yes,,http://www.sdcic.cn/,,IPO,,"394,335"
2010-01-01,Tian Tian Express is Hangzhou based company.,Tian Tian Express,https://www.crunchbase.com/organization/tian-tian-express,"Customer Service, Hotel, Resorts","Hangzhou, Zhejiang, China, Asia",Corporate Round - Tian Tian Express,https://www.crunchbase.com/funding_round/tian-tian-express-corporate-round--1b9bb686,1,HNA Group,,HNA Group,Corporate Round,3,80000000,CNY,11715159,53000000,CNY,7761293,840000000,CNY,128871808,Yes,,https://www.ttkdex.com/,,M&A,,"397,436"
2009-09-22,Oriental Shopping is an e-commerce platform for consumer goods.,Dongfang Gouwu,https://www.crunchbase.com/organization/dongfang-gouwu,"Consumer Goods, E-Commerce, Shopping","Shanghai, Shanghai, China, Asia",Series B - Dongfang Gouwu,https://www.crunchbase.com/funding_round/dongfang-gouwu-series-b--ebd29d83,1,CMC Capital Group,Early Stage Venture,CMC Capital Group,Series B,4,20000000,CNY,2929592,,,,30407644,USD,30407644,Yes,,http://www.ocj.com.cn/,,Late Stage Venture,,"397,503"
2010-07-27,Temobi.com provides online data monitoring services for various online scenarios.,Temobi.com,https://www.crunchbase.com/organization/temobi-com,"Information Services, Information Technology, Internet","Shenzhen, Guangdong, China, Asia",Series C - Temobi.com,https://www.crunchbase.com/funding_round/temobi-com-series-c--7dcfe682,1,CDF-Capital,Late Stage Venture,CDF-Capital,Series C,6,30000000,CNY,4425819,,,,168000000,CNY,25248846,Yes,,http://www.temobi.com,,Late Stage Venture,,"397,551"
2010-08-31,"Baustem provides software solutions in signal processing, information security, and network communication technology.",Baustem,https://www.crunchbase.com/organization/baustem,"Security, Smart Home, Software","Haidian, Beijing, China, Asia",Series A - Baustem,https://www.crunchbase.com/funding_round/baustem-series-a--7d013872,1,Beijing Anhua Jiaye,Early Stage Venture,Beijing Anhua Jiaye,Series A,4,10000000,CNY,1469217,,,,63000000,CNY,9559525,Yes,,http://www.baustem.com,,Late Stage Venture,,"397,711"
2010-08-01,Hangzhou Zhangmeng software is a mobile game development company.,Hangzhou Zhangmen,https://www.crunchbase.com/organization/hangzhou-zhangmen,"Gaming, Media and Entertainment, Mobile Apps","Hangzhou, Zhejiang, China, Asia",Series A - Hangzhou Zhangmen,https://www.crunchbase.com/funding_round/hangzhou-zhangmen-series-a--0e5f6f9d,1,Bewinner,Early Stage Venture,Bewinner,Series A,6,10000000,CNY,1475359,,,,109550000,CNY,16651281,Yes,,http://www.hzzmsoft.com/,,IPO,,"398,168"
2009-07-15,"Iris King involves in iris recognition technology research, product development, and achievement transformation.",Iris King,https://www.crunchbase.com/organization/iris-king,"Artificial Intelligence (AI), Information Technology, Intelligent Systems","Haidian, Beijing, China, Asia",Series A - Iris King,https://www.crunchbase.com/funding_round/iris-king-series-a--a91c2e37,1,Legend Holdings,Early Stage Venture,Legend Holdings,Series A,4,25000000,CNY,3658964,,,,125000000,CNY,19060729,Yes,,http://www.irisking.com,,,,"398,284"
2009-12-03,Smart3 is a provider of data center and cloud infrastructure services.,Smart3,https://www.crunchbase.com/organization/smart3,"Cloud Computing, Data Center, Electronics","Nanshanqu, Guangdong, China, Asia",Angel Round - Smart3,https://www.crunchbase.com/funding_round/smart3-angel--0f72f6af,1,Bridge Capital China,Seed,Bridge Capital China,Angel,2,3000000,CNY,439386,,,,13000000,CNY,2049802,Yes,,http://www.smart3.cn/,,Early Stage Venture,,"398,318"
2010-01-14,WIT engages in the production and sale of electronically controlled fuel injection systems for diesel engine core components.,WIT,https://www.crunchbase.com/organization/wit-1b1e,"Automotive, Electronics, Manufacturing, Sales","Chengdu, Sichuan, China, Asia",Series B - WIT,https://www.crunchbase.com/funding_round/wit-1b1e-series-b--0ee0004d,1,"Chengdu Caic Electronics Co., Ltd",Early Stage Venture,"Chengdu Caic Electronics Co., Ltd",Series B,3,20000000,CNY,2929234,,,,33000000,CNY,4823254,Yes,,http://www.cdwit.com/,,Seed,,"398,397"
2009-11-30,"Yixun Technology is a communication equipment, application solutions, system integration and IT services provider company.",Yixun Technology,https://www.crunchbase.com/organization/yixun-technology,"Hardware, Information Technology, Software","Shenyang Shi, Liaoning, China, Asia",Series A - Yixun Technology,https://www.crunchbase.com/funding_round/yixun-technology-series-a--6884d0fa,1,Guofu Fund,Early Stage Venture,Guofu Fund,Series A,3,10000000,CNY,1464776,,,,33000000,CNY,4987000,Yes,,http://www.yixunict.com/,,Early Stage Venture,,"398,644"
2010-01-01,VIPStore is a Chienese high-end internet marketing platform of world famous brands.,VIPstore.com,https://www.crunchbase.com/organization/vipstore-com,"E-Commerce, Internet, Marketing","Beijing, Beijing, China, Asia",Series A - VIPstore.com,https://www.crunchbase.com/funding_round/vipstore-com-series-a--e0a93925,1,Taishan Invest AG,Early Stage Venture,Taishan Invest AG,Series A,6,1000000,USD,1000000,,,,46073235,USD,46073235,Yes,,http://www.vipstore.com,,,,"399,031"
2010-03-01,"Guangda New Network provides hardware, software, internet and television services.",Guangda New Network,https://www.crunchbase.com/organization/guangda-new-network,"Hardware, Information Technology, Software","Chengdu, Sichuan, China, Asia",Venture Round - Guangda New Network,https://www.crunchbase.com/funding_round/guangda-new-network-series-unknown--5c0bda04,1,DJ Capital,,DJ Capital,Venture - Series Unknown,2,50000000,CNY,7323849,,,,55550000,CNY,8227488,Yes,,http://www.catvgd.com/,,IPO,,"399,732"
2009-11-01,Montnets is a professional Chinese organization that offers network services.,Montnets,https://www.crunchbase.com/organization/shenzhen-montnets-science-and-technology-development-co-ltd,"Mobile, Network Security, Professional Services","Shenzhen, Guangdong, China, Asia",Post-IPO Equity - Montnets,https://www.crunchbase.com/funding_round/shenzhen-montnets-science-and-technology-development-co-ltd-post-ipo-equity--a2bc0cfb,1,Tiantu Capital,,Tiantu Capital,Post-IPO Equity,3,15000000,CNY,2196434,,,,15000000,CNY,2196434,Yes,,http://www.monternet.com,,IPO,,"399,757"
2010-01-01,TOT BIOPHARM is a clinical-stage biopharmaceutical company dedicated to developing and commercializing innovative oncology drugs.,TOT BIOPHARM,https://www.crunchbase.com/organization/tot-biopharm,"Biopharma, Biotechnology, Health Care, Medical, Oncology, Pharmaceutical","Suzhou, Jiangsu, China, Asia",Series A - TOT BIOPHARM,https://www.crunchbase.com/funding_round/tot-biopharm-series-a--05349c78,1,Chengwei Capital,Early Stage Venture,Chengwei Capital,Series A,2,6000000,USD,6000000,,,,108000000,USD,108000000,Yes,,http://www.totbiopharm.com/,$100M to $500M,IPO,,"399,798"
2010-03-01,Yidian is a seller of maternity and baby products.,Yidian,https://www.crunchbase.com/organization/yidian,"Baby, Consumer, Health Care, Retail, Therapeutics","Zhuhai, Guangdong, China, Asia",Series A - Yidian,https://www.crunchbase.com/funding_round/yidian-series-a--bbd38f8d,1,Cowin Capital,Early Stage Venture,Cowin Capital,Series A,7,10000000,CNY,1464770,,,,52413735,USD,52413735,Yes,,http://lm.baby.com.cn/,,Late Stage Venture,,"400,259"
2009-01-26,ImageQ is a big data semantic analysis application service provider company.,ImageQ,https://www.crunchbase.com/organization/imageq,"Analytics, Big Data, Information Services","Wuhan, Hubei, China, Asia",Seed Round - ImageQ,https://www.crunchbase.com/funding_round/imageq-seed--c6190a76,1,Guangzhou Zhongcheng Jiqi Materials Trading,Seed,Guangzhou Zhongcheng Jiqi Materials Trading,Seed,3,1000000,CNY,146211,,,,31000000,CNY,4515627,Yes,,http://imageq.cn/,,Early Stage Venture,,"400,493"
2010-02-02,"East & West International Education is an international education research, development, and service organization.",East & West International Education,https://www.crunchbase.com/organization/east-west-international-education,"Consulting, Education, Service Industry","Jingan, Shanghai, China, Asia",Venture Round - East & West International Education,https://www.crunchbase.com/funding_round/east-west-international-education-series-unknown--e519c18a,1,Hongyu Investment,,Hongyu Investment,Venture - Series Unknown,3,50000000,CNY,7323181,,,,103000000,CNY,15856927,Yes,,http://www.iewie.org/,,IPO,,"400,922"
2010-12-23,Shenzhen Estar Displaytech is the largest 3D virtyal display product manafuacture.,Shenzhen Estar Displaytech,https://www.crunchbase.com/organization/shenzhen-estar-displaytech,"3D Technology, Electronics, Manufacturing, Virtual Reality","Shenzhen, Guangdong, China, Asia",Series A - Shenzhen Estar Displaytech,https://www.crunchbase.com/funding_round/shenzhen-estar-displaytech-series-a--2727ec00,1,Zhidian Touzi,Early Stage Venture,Zhidian Touzi,Series A,3,10000000,CNY,1505182,,,,33000000,CNY,4886585,Yes,,http://www.estar.cn/,,Early Stage Venture,,"401,780"
2009-08-07,Anjuke is an online platform that offers many real estate information-based websites.,Anjuke,https://www.crunchbase.com/organization/anjuke-com,"Commercial Real Estate, Property Development, Real Estate","Shanghai, Shanghai, China, Asia",Series C - Anjuke,https://www.crunchbase.com/funding_round/anjuke-com-series-c--1c3fe302,1,Matrix Partners China,Late Stage Venture,Matrix Partners China,Series C,4,10000000,USD,10000000,,,,72000000,USD,72000000,Yes,,http://www.anjuke.com,$50M to $100M,M&A,,"401,868"
2009-11-05,Socogame is a company focused on the development and distribution of mobile games.,Socogame,https://www.crunchbase.com/organization/socogame,"Gaming, Mobile Apps, Video","Shanghai, Shanghai, China, Asia",Seed Round - Socogame,https://www.crunchbase.com/funding_round/socogame-seed--ec8e8b7a,1,Green Pine Capital Partners,Seed,Green Pine Capital Partners,Seed,3,20000000,CNY,2929386,,,,50000000,CNY,7457792,Yes,,http://www.socogame.com,$1M to $10M,Early Stage Venture,,"402,270"
2010-05-16,Helowin is a manufacturer and provider of medical equipment.,Helowin,https://www.crunchbase.com/organization/helowin,"Big Data, Health Care, Manufacturing, Medical","Hangzhou, Zhejiang, China, Asia",Series A - Helowin,https://www.crunchbase.com/funding_round/helowin-series-a--9aac84a4,1,Huaou Equity Investment,Early Stage Venture,Huaou Equity Investment,Series A,8,25000000,CNY,3660518,,,,230000000,CNY,35165899,Yes,,http://www.hellowin.cn/,,,,"402,334"
2010-12-01,Global Chamber of Commerce Network is a service-sharing platform.,Global Chamber of Commerce Network,https://www.crunchbase.com/organization/netcoc-com,"Business Information Systems, Business Intelligence, Small and Medium Businesses","Jiading, Shanghai, China, Asia",Series A - Global Chamber of Commerce Network,https://www.crunchbase.com/funding_round/netcoc-com-series-a--a59e7c0e,1,China Venture Capital HRVC,Early Stage Venture,China Venture Capital HRVC,Series A,2,10000000,CNY,1500728,,,,13000000,CNY,1981577,Yes,,http://www.shanghuiwangluo.com/,,IPO,,"403,233"
2009-11-02,BYNEAR TELESOFT specializes in mobile communication network planning and optimization products and technical services.,BYNEAR TELESOFT,https://www.crunchbase.com/organization/bynear-telesoft,"Consulting, Telecommunications, Wireless","Shanghai, Shanghai, China, Asia",Series A - BYNEAR TELESOFT,https://www.crunchbase.com/funding_round/bynear-telesoft-series-a--dafb7739,1,Shanghai Tangsheng Investment Development,Early Stage Venture,Shanghai Tangsheng Investment Development,Series A,4,2000000,CNY,292934,,,,44460000,CNY,6895815,Yes,,http://www.bynear.com/,,IPO,,"411,454"
2010-12-01,Guangzhou Huan Company is a Chinese high-tech company operating in the smart television and whole network interactive industry.,Guangzhou Huan Company,https://www.crunchbase.com/organization/guangzhou-huan-company,"Advertising, Internet, Manufacturing, Marketing, Mobile, Online Portals","Beijing, Beijing, China, Asia",Series A - Guangzhou Huan Company,https://www.crunchbase.com/funding_round/guangzhou-huan-company-series-a--534b07da,1,CBC Capital,Early Stage Venture,CBC Capital,Series A,2,40000000,CNY,6002913,,,,40000000,CNY,6002913,Yes,,https://www.huan.tv/,,Private Equity,,"403,356"
2010-10-01,"CareRay Digital Medical System develops X-ray flat-panel detectors for medical, industrial, and safety inspection fields.","Careray Digital Medical Technology Co., Ltd.",https://www.crunchbase.com/organization/careray-digital-medical-system,"Health Care, Medical Device","Suzhou, Jiangsu, China, Asia","Venture Round - Careray Digital Medical Technology Co., Ltd.",https://www.crunchbase.com/funding_round/careray-digital-medical-system-series-unknown--e5700ab7,1,Legend Capital,,Legend Capital,Venture - Series Unknown,3,,,,,,,,,,Yes,,http://careray.com/,,Early Stage Venture,,"403,468"
2010-09-01,Angel Medical Holdings Group provides medical resources in China.,Angel Group Holding Company,https://www.crunchbase.com/organization/angel-group-holding-company,"Medical, Venture Capital","Chengdu, Sichuan, China, Asia",Series A - Angel Group Holding Company,https://www.crunchbase.com/funding_round/angel-group-holding-company-series-a--2cd47176,1,Zero2IPO Ventures,Early Stage Venture,Zero2IPO Ventures,Series A,2,16700000,USD,16700000,,,,16700000,USD,16700000,Yes,,http://www.angel-group.com.cn,,Early Stage Venture,,"403,499"
2010-01-06,"HC SemiTek develops, manufactures and sells LED epitaxial wafers and chips.",HC SemiTek,https://www.crunchbase.com/organization/hc-semitek,"Electronics, Manufacturing, Semiconductor","Wuhan, Hubei, China, Asia",Series A - HC SemiTek,https://www.crunchbase.com/funding_round/hc-semitek-series-a--a8a6c4c4,1,IDG Capital,Early Stage Venture,IDG Capital,Series A,3,150000000,CNY,21968063,,,,2320000000,CNY,322453188,Yes,,http://www.hcsemitek.com/,,IPO,,"404,506"
2009-09-10,"Wistone is a Chinese mobile game developer offering games such as WWⅡ, Call of Champions, Flight Control, Critter Island, and more.",Wistone,https://www.crunchbase.com/organization/wistone,"Developer Platform, Online Games, PC Games","Beijing, Beijing, China, Asia",Series A - Wistone,https://www.crunchbase.com/funding_round/wistone-series-a--b555016f,1,IDG Capital,Early Stage Venture,IDG Capital,Series A,2,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,http://www.wistone.com,Less than $1M,Early Stage Venture,,"404,508"
2010-09-26,THSOFT is a provider of industrial software and cloud applications.,THSOFT,https://www.crunchbase.com/organization/thsoft,"Big Data, Internet of Things, Logistics","Shijingshan, Beijing, China, Asia",Angel Round - THSOFT,https://www.crunchbase.com/funding_round/thsoft-angel--88443a68,1,Zhejiang Wanwei Space Information Technology,Seed,Zhejiang Wanwei Space Information Technology,Angel,4,3000000,CNY,447430,,,,43000000,CNY,6607264,Yes,,http://www.thsoft.com.cn,,IPO,,"412,011"
2010-06-21,Beijing Shenzhou Puhui Technology offers simulation and data engineering services.,Beijing Shenzhou Puhui Technology,https://www.crunchbase.com/organization/appsoft,"Database, Information Technology, Simulation, Software","Haidian, Beijing, China, Asia",Angel Round - Beijing Shenzhou Puhui Technology,https://www.crunchbase.com/funding_round/appsoft-angel--d17557d9,1,Shenzhen Tiance Venture Capital Management Enterprise,Seed,Shenzhen Tiance Venture Capital Management Enterprise,Angel,3,3000000,CNY,441323,,,,13000000,CNY,1981280,Yes,,http://www.appsoft.com.cn/,,,,"412,485"
2010-04-30,"Boyu Xinxi is developing software products for government network security, automobile, education, and travel sectors.",Boyu Xinxi,https://www.crunchbase.com/organization/boyu-xinxi,"Automotive, Education, Government, Security, Software, Travel","Foochow, Fujian, China, Asia",Venture Round - Boyu Xinxi,https://www.crunchbase.com/funding_round/boyu-xinxi-series-unknown--76203479,1,Shenzhou Yiqiao,,Shenzhou Yiqiao,Venture - Series Unknown,3,50000000,CNY,7325005,,,,103000000,CNY,15724459,Yes,,http://www.topsthink.com,,IPO,,"413,667"
2010-06-07,Weizhi Wang is a location cloud service provider.,Weizhi Wang,https://www.crunchbase.com/organization/weizhi-wang,"GPS, Information Technology, Location Based Services","Nanshanqu, Guangdong, China, Asia",Series A - Weizhi Wang,https://www.crunchbase.com/funding_round/weizhi-wang-series-a--357ad16a,1,Beijing Wanterui Keji Youxian Zeren Gongsi,Early Stage Venture,Beijing Wanterui Keji Youxian Zeren Gongsi,Series A,4,10000000,CNY,1463613,,,,63000000,CNY,9614181,Yes,,https://www.weizhi.com/,,Late Stage Venture,,"413,969"
2010-12-22,Metek is a mobile game development company that develops adventure games.,Metek,https://www.crunchbase.com/organization/metek,"Gaming, Information Technology, Mobile, Software","Shanghai, Shanghai, China, Asia",Series A - Metek,https://www.crunchbase.com/funding_round/metek-series-a--385d5ee8,1,UNISOC,Early Stage Venture,UNISOC,Series A,3,11330000,CNY,1704128,,,,39160000,CNY,5790235,Yes,,http://www.me-tech.com.cn/,,IPO,,"414,053"
2010-12-30,Suzhou Chuangjie Media Exhibition is a high-tech theme pavilion design and construction service provider.,Suzhou Chuangjie Media Exhibition,https://www.crunchbase.com/organization/multispace,"Commercial Real Estate, Construction, Real Estate","Suzhou, Jiangsu, China, Asia",Series A - Suzhou Chuangjie Media Exhibition,https://www.crunchbase.com/funding_round/multispace-series-a--9c85272c,1,JiangSu QianRong Assets Management,Early Stage Venture,JiangSu QianRong Assets Management,Series A,4,19820000,CNY,3002463,,,,83660000,CNY,12811677,Yes,,http://www.multispace.cn/,,IPO,,"414,253"
2010-05-27,MacroSAN provides data storage products and solutions.,MacroSAN,https://www.crunchbase.com/organization/macrosan,"Cloud Storage, Information Technology, Marketing","Hangzhou, Zhejiang, China, Asia",Angel Round - MacroSAN,https://www.crunchbase.com/funding_round/macrosan-angel--2184192b,1,Hangzhou Dptech Technologies,Seed,Hangzhou Dptech Technologies,Angel,5,3000000,CNY,439156,,,,113000000,CNY,16742101,Yes,,http://www.macrosan.com/,,Late Stage Venture,,"415,942"
2010-08-26,ZED-3 is a manufacturer of a multimedia scheduling product line and an SDK development kit.,ZED-3,https://www.crunchbase.com/organization/zed-3,"Communication Hardware, Communications Infrastructure, Hardware, Manufacturing","Haidian, Beijing, China, Asia",Angel Round - ZED-3,https://www.crunchbase.com/funding_round/zed-3-angel--0d20314f,1,Gener Tech,Seed,Gener Tech,Angel,3,2000000,CNY,294096,,,,38910000,CNY,6022108,Yes,,http://www.zed-3.com,$1M to $10M,IPO,,"406,271"
2010-05-01,EcoG is an specialized in fine gardening services.,EcoG,https://www.crunchbase.com/organization/ecog-a388,"Construction, Home and Garden, Landscaping","Minhang, Shanghai, China, Asia",Series A - EcoG,https://www.crunchbase.com/funding_round/ecog-a388-series-a--36fb321e,1,Shanghai Huashi,Early Stage Venture,Shanghai Huashi,Series A,3,10000000,CNY,1464586,,,,33000000,CNY,5011453,Yes,,http://www.ecog.com.cn,,Early Stage Venture,,"406,281"
2009-09-01,Huarong International is a securities investment service provider.,Huarong International Financial Holdings,https://www.crunchbase.com/organization/huarong-international-financial-holdings,Financial Services,"Beijing, Beijing, China, Asia",Post-IPO Equity - Huarong International Financial Holdings,https://www.crunchbase.com/funding_round/huarong-international-financial-holdings-post-ipo-equity--6a4d6ff9,1,GSR United Capital,,GSR United Capital,Post-IPO Equity,2,81000000,CNY,11859247,,,,88300645,USD,88300645,Yes,,http://www.hrif.com.hk/fan/,$10M to $50M,IPO,,"405,715"
2009-02-19,Zhengfang Ruanjian is an information technology company that provides educational software.,Zhengfang Ruanjian,https://www.crunchbase.com/organization/zhengfang-ruanjian,"EdTech, Information Technology, Software","Hangzhou, Zhejiang, China, Asia",Angel Round - Zhengfang Ruanjian,https://www.crunchbase.com/funding_round/zhengfang-ruanjian-angel--d1985a43,1,Hongfund Financial,Seed,Hongfund Financial,Angel,3,3000000,CNY,438857,,,,33000000,CNY,5169051,Yes,,http://www.zfsoft.com/,,Early Stage Venture,,"405,922"
2009-12-01,"Aikosolar engages in the research, manufacturing, and sales of crystalline silicon solar cells.",Guangdong Aiko Solar Energy Technology,https://www.crunchbase.com/organization/aikosolar,"Energy, Manufacturing, Renewable Energy, Solar","Foshan, Guangdong, China, Asia",Seed Round - Guangdong Aiko Solar Energy Technology,https://www.crunchbase.com/funding_round/aikosolar-seed--24ac37a1,1,IDG Capital,Seed,IDG Capital,Seed,3,,,,,,,,,,Yes,,http://www.aikosolar.com,Less than $1M,,,"406,433"
2010-05-11,Betta Pharmaceuticals is a company that develops and distributes pharmaceutical drugs for prospective patients.,Betta Pharmaceuticals,https://www.crunchbase.com/organization/betta-pharmaceuticals,"Health Care, Medical, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Series A - Betta Pharmaceuticals,https://www.crunchbase.com/funding_round/betta-pharmaceuticals-series-a--61ad34bf,1,Lilly Asia Ventures,Early Stage Venture,Lilly Asia Ventures,Series A,3,3413000000,CNY,499736661,,,,3413000000,CNY,499736661,Yes,,http://en.bettapharma.com,$100M to $500M,IPO,,"408,801"
2010-01-24,"Qingdao Tide produces air condition compressor, electromagnetic clutch bearing, tension bearing and unit for an automotive engine.",TAIDE,https://www.crunchbase.com/organization/taide-dbee,"Automotive, Industrial Manufacturing, Manufacturing, Mechanical Engineering","Qingdao Shi, Shandong, China, Asia",Series A - TAIDE,https://www.crunchbase.com/funding_round/taide-dbee-series-a--0c3b974d,1,Huatong Group,Early Stage Venture,Huatong Group,Series A,4,10000000,CNY,1464248,,,,70900100,CNY,10187023,Yes,,http://www.qdtaide.com/,$1M to $10M,IPO,,"409,459"
2009-01-01,CooTek is a fast-growing global mobile internet company that develops innovative mobile apps and artificial intelligence technology.,CooTek,https://www.crunchbase.com/organization/cootek,"Android, Artificial Intelligence (AI), iOS, Machine Learning, Mobile Apps, Natural Language Processing, Software","Shanghai, Shanghai, China, Asia",Seed Round - CooTek,https://www.crunchbase.com/funding_round/cootek-seed--f02fb3c8,1,PurpleSky Capital,Seed,PurpleSky Capital,Seed,8,,,,,,,206171853,USD,206171853,Yes,,https://www.cootek.com/,$10M to $50M,IPO,,"409,622"
