Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2017-07-27,WeWork China is a subsidiary of WeWork that provides a shared workspace community and office services.,WeWork China,https://www.crunchbase.com/organization/wework-china,"Coworking, Real Estate","Shanghai, Shanghai, China, Asia",Series A - WeWork China,https://www.crunchbase.com/funding_round/wework-china-series-a--20086312,12,"Aleph, Benchmark, China Oceanwide, Fidelity, Goldman Sachs, Greenland Hong Kong Holdings Limited, Hony Capital, JP Morgan Chase, Legend Holdings, SoftBank Vision Fund, T. Rowe Price, Wellington Management",Early Stage Venture,SoftBank Vision Fund,Series A,3,500000000,USD,500000000,500000000,USD,500000000,1200000000,USD,1200000000,Yes,,https://wework.cn/,$1B to $10B,Private Equity,2,"68,512"
2017-09-01,"Founded in 2004, Smartee is a leading Clear Aligner brand in China.",Smartee Denti-Technology,https://www.crunchbase.com/organization/smartee-denti-technology,"3D Technology, Dental, Education, Health Care, Information Technology","Shanghai, Shanghai, China, Asia",Series B - Smartee Denti-Technology,https://www.crunchbase.com/funding_round/smartee-denti-technology-series-b--9fe31f7d,2,"BioVenture, CD Capital",Early Stage Venture,"BioVenture, CD Capital",Series B,3,50000000,CNY,7620499,,,,87620499,USD,87620499,Yes,,http://www.smartee.uk,$100M to $500M,Late Stage Venture,,"84,738"
2017-09-01,Restaurant SaaS and Virtual Brands in China,Zaihui,https://www.crunchbase.com/organization/zaihui,"Internet, Marketing Automation, Restaurants, SaaS, Social Media Marketing","Shanghai, Shanghai, China, Asia",Series B - Zaihui,https://www.crunchbase.com/funding_round/zaihui-series-b--11377678,4,"Blue Lake Capital, DCM Ventures, Lightspeed China Partners, ZhenFund",Early Stage Venture,Blue Lake Capital,Series B,6,20000000,USD,20000000,,,,276000000,USD,276000000,Yes,,http://www.kezaihui.com,,Late Stage Venture,1,"111,063"
2017-08-17,HiScene focuses on researching and developing core technologies and products for augmented reality.,HiScene,https://www.crunchbase.com/organization/hiscene,"Artificial Intelligence (AI), Augmented Reality, Software","Shanghai, Shanghai, China, Asia",Series B - HiScene,https://www.crunchbase.com/funding_round/hiscene-series-b--b1742042,4,"Meitu, Seekdource, Sincere Capital, VStar Capital",Early Stage Venture,Seekdource,Series B,7,15000000,USD,15000000,,,,109421724,USD,109421724,Yes,,https://www.hiscene.com,$1M to $10M,Late Stage Venture,,"113,762"
2017-06-23,Zhulogic offers home soft decoration solutions.,Banlan Information Technology (Shanghai) Co. Ltd.,https://www.crunchbase.com/organization/banlan-information-technology-shanghai-co-ltd,"Furniture, Interior Design, Manufacturing","Shanghai, Shanghai, China, Asia",Seed Round - Banlan Information Technology (Shanghai) Co. Ltd.,https://www.crunchbase.com/funding_round/banlan-information-technology-shanghai-co-ltd-seed--97123eb6,2,"Aqua Ventures, ZhenFund",Seed,ZhenFund,Seed,4,5000000,CNY,731347,,,,145888838,CNY,22149843,Yes,,https://www.zhulogic.com,,Early Stage Venture,,"118,350"
2017-08-23,"Maihaoche.com is an automotive e-commerce platform that provide an integrated services of finance, warehouse and logistics services.",Maihaoche.com,https://www.crunchbase.com/organization/maihaoche-com,"Automotive, E-Commerce, Marketplace","Hangzhou, Zhejiang, China, Asia",Series B - Maihaoche.com,https://www.crunchbase.com/funding_round/maihaoche-com-series-b--d5578e57,2,"Northern Light Venture Capital, Welight Capital",Early Stage Venture,Welight Capital,Series B,6,200000000,CNY,30034991,,,,100034991,USD,100034991,Yes,,https://www.maihaoche.com/,$1M to $10M,,1,"118,595"
2017-07-15,QYSEA is a technology company that provides research and development of underwater robot systems and remotely operated underwater vehicles.,QYSEA,https://www.crunchbase.com/organization/qysea,"Marine Technology, Robotic Process Automation (RPA), Robotics, Virtual Reality","Shenzhen, Guangdong, China, Asia",Series A - QYSEA,https://www.crunchbase.com/funding_round/qysea-series-a--930bfc84,1,SkyChee Ventures,Early Stage Venture,SkyChee Ventures,Series A,3,,,,,,,3177586,USD,3177586,Yes,,https://www.qysea.com,$1M to $10M,Early Stage Venture,,"123,771"
2017-07-01,OPUS develops clinically applicable tissue engineering products and treatments.,OPUS,https://www.crunchbase.com/organization/opus-62fa,Health Care,"Suzhou, Jiangsu, China, Asia",Angel Round - OPUS,https://www.crunchbase.com/funding_round/opus-62fa-angel--ef418e54,1,Qiming Venture Partners,Seed,Qiming Venture Partners,Angel,2,1000000,USD,1000000,,,,1000000,USD,1000000,Yes,,,,Early Stage Venture,1,"125,627"
2017-07-28,"Haimawan is a provider of mobile content cloud computing services, focusing on mobile gaming, advertising and enterprise mobile messaging.",Haimawan,https://www.crunchbase.com/organization/haimawan,"Developer Platform, Gaming, Operating Systems","Beijing, Beijing, China, Asia",Series C - Haimawan,https://www.crunchbase.com/funding_round/haimawan-series-c--0045bc90,1,Elefirst Science & Technology,Late Stage Venture,Elefirst Science & Technology,Series C,4,58000000,USD,58000000,,,,118101198,USD,118101198,Yes,,http://www.haimawan.com/,$50M to $100M,,,"127,303"
2017-09-08,"LIGOO specializes in technical research, product development, and system integration of the battery management system.",LIGOO,https://www.crunchbase.com/organization/ligoo,"Automotive, Electric Vehicle, Energy, Manufacturing","Hefei, Anhui, China, Asia",Series B - LIGOO,https://www.crunchbase.com/funding_round/ligoo-series-b--24500ac2,7,"Haitong Capital, Jiaxing Xiaoyuan Chuangye Touzi Hehuo Qiye, Ningbo Meishan Baoshui Gangqu Saiyi Boying Touzi Guanli Zhongxin, Pusu Capital, Shenzhen Cema Xinnengyuan Touzi Hehuo Qiye, ShenZhen GTJA Investment Group, V Fund Management",Early Stage Venture,,Series B,3,19950000,CNY,3078822,,,,39850000,CNY,6104167,Yes,,http://www.ligoo.cn/,,,,"127,949"
2017-07-05,"Integense specializes in the production of industrial, medical, power management, and infrared sensor chips.",Integense,https://www.crunchbase.com/organization/integense,"Hardware, Manufacturing, Sensor","Xian Shi, Shaanxi, China, Asia",Series A - Integense,https://www.crunchbase.com/funding_round/integense-series-a--b1ebd594,1,Shanxi Keji Chuangye Touzi,Early Stage Venture,Shanxi Keji Chuangye Touzi,Series A,3,10000000,CNY,1470334,,,,13000000,CNY,1941396,Yes,,http://www.integense.com/,Less than $1M,Early Stage Venture,,"131,977"
2017-07-31,Retoo is a machine vision technology developer company.,Retoo,https://www.crunchbase.com/organization/retoo,"Artificial Intelligence (AI), Machine Learning, Robotics","Changshahsien, Hunan, China, Asia",Angel Round - Retoo,https://www.crunchbase.com/funding_round/retoo-angel--59ef5ecd,3,"Chang Sha Robox Institute, Changsha Lugu Hi-Tech Mobile Internet Venture Capital, Yongchuang Weiye",Seed,,Angel,2,3000000,CNY,446040,,,,3000000,CNY,446040,Yes,,http://www.retoomv.com/,,Seed,,"160,567"
2017-08-10,Anlaiye is a campus university mobile network O2O service platform for students.,Anlaiye,https://www.crunchbase.com/organization/anlaiye,"Mobile Apps, Service Industry","Shanghai, Shanghai, China, Asia",Series A - Anlaiye,https://www.crunchbase.com/funding_round/anlaiye-series-a--f0919cf8,1,Share Capital,Early Stage Venture,,Series A,6,110000000,CNY,16551167,,,,696300000,CNY,106412752,Yes,,https://www.anlaiye.com.cn/,,,,"161,039"
2017-07-01,Xinliangji is a food supply chain company.,Xinliangji,https://www.crunchbase.com/organization/xinliangji,"Agriculture, Food and Beverage, Hospitality, Logistics","Beijing, Beijing, China, Asia",Series A - Xinliangji,https://www.crunchbase.com/funding_round/xinliangji-series-a--a0652379,2,"Eastern Bell Capital, Frees Fund",Early Stage Venture,,Series A,4,,,,,,,300000000,CNY,43592613,Yes,,http://www.xinliangjishipin.com,$10M to $50M,Late Stage Venture,,"164,280"
2017-06-27,EN+ is a development and accumulation company that provides EV charging services.,EN+,https://www.crunchbase.com/organization/en-cbeb,"Computer, Electronics, Energy","Nanshanqu, Guangdong, China, Asia",Series B - EN+,https://www.crunchbase.com/funding_round/en-cbeb-series-b--d7997436,2,"Aodong Touzi, Aulton New Energy",Early Stage Venture,,Series B,4,20000000,CNY,2935607,,,,33000000,CNY,4862642,Yes,,http://www.en-plus.com.cn,,Late Stage Venture,,"164,224"
2017-07-21,Neng Lian Tech is a blockchain and digital financial services provider company.,Neng Lian Tech,https://www.crunchbase.com/organization/neng-lian-tech,"Blockchain, Financial Services, Information Services","Shanghai, Shanghai, China, Asia",Series A - Neng Lian Tech,https://www.crunchbase.com/funding_round/neng-lian-tech-series-a--f47bf97e,1,ECO Fund,Early Stage Venture,,Series A,5,10000000,CNY,1477858,,,,70000000,CNY,10584480,Yes,,https://www.nenglian.com,$1M to $10M,Early Stage Venture,,"168,113"
2017-06-27,"Founded in 2009, Cloudwise is a leading full-stack Artificial Intelligence for IT Operations (AIOps) solution provider in China.",Cloudwise,https://www.crunchbase.com/organization/cloudwise,"Artificial Intelligence (AI), Cloud Computing, DevOps, Software","Beijing, Beijing, China, Asia",Non Equity Assistance - Cloudwise,https://www.crunchbase.com/funding_round/cloudwise-non-equity-assistance--31dd653a,1,Microsoft Accelerator,,,Non-equity Assistance,8,,,,,,,301000000,USD,301000000,No,,https://www.cloudwise.sg,$10M to $50M,Late Stage Venture,,"168,510"
2017-08-17,VOICE BEAR is a comprehensive film and television entertainment service provider company.,VOICE BEAR,https://www.crunchbase.com/organization/voice-bear,"Film, Media and Entertainment, TV","Shanghai, Shanghai, China, Asia",Angel Round - VOICE BEAR,https://www.crunchbase.com/funding_round/voice-bear-angel--2cd49c77,1,China Literature,Seed,,Angel,2,3000000,CNY,449355,,,,3000000,CNY,449355,Yes,,http://www.voicebear.cn,,Early Stage Venture,,"169,693"
2017-06-27,"Kebai Science and Technology Co. commits to the development of intelligent, high-performance, low-cost agricultural IoT systems.",Kebai Science and Technology,https://www.crunchbase.com/organization/kebai-science-and-technology,"Agriculture, AgTech, GreenTech","Beijing, Beijing, China, Asia",Non Equity Assistance - Kebai Science and Technology,https://www.crunchbase.com/funding_round/kebai-science-and-technology-non-equity-assistance--aabcf245,1,Microsoft Accelerator,,,Non-equity Assistance,3,,,,,,,6000000,USD,6000000,No,,http://kebaiiot.com,$1M to $10M,Early Stage Venture,,"169,361"
2017-08-10,"Xuankai Biotechnology is a researcher, developer, and producer of biopolymers.",SHINEKING BIOTECH,https://www.crunchbase.com/organization/shineking-biotech,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Nanjing, Jiangsu, China, Asia",Series A - SHINEKING BIOTECH,https://www.crunchbase.com/funding_round/shineking-biotech-series-a--e0020527,1,Jinmao Capital,Early Stage Venture,,Series A,4,10000000,CNY,1504652,,,,103000000,CNY,14920175,Yes,,http://www.bioshineking.com/,,Early Stage Venture,,"168,734"
2017-07-31,ADASTECH is a manufacturer of millimeter-wave radar products and solution provider of automotive intelligent driving systems.,ADASTECH,https://www.crunchbase.com/organization/adastech,"Automotive, Manufacturing, Sensor","Suzhou, Jiangsu, China, Asia",Angel Round - ADASTECH,https://www.crunchbase.com/funding_round/adastech-angel--b1658e4e,1,Yantai Huali Investment,Seed,,Angel,3,3000000,CNY,446040,,,,13000000,CNY,1924739,Yes,,http://www.3sradar.com/,,Early Stage Venture,,"168,569"
2017-08-21,Mofan is an e commerce brand incubation platform that offers digital marketing services.,Mofan,https://www.crunchbase.com/organization/mofan,"E-Commerce, Fashion, Retail","Guangzhou, Guangdong, China, Asia",Series A - Mofan,https://www.crunchbase.com/funding_round/mofan-series-a--19a6c235,1,Share Capital,Early Stage Venture,Share Capital,Series A,3,20000000,CNY,3000278,,,,24180000,CNY,3639827,Yes,,http://www.mofanmf.com/,,,,"171,248"
2017-09-22,Gaosi Education Group is a Chinese educational and training institution that provides services for middle and primary schools.,Gaosi Education Group,https://www.crunchbase.com/organization/gaosi-education-group,"E-Learning, Education, Primary Education, Training","Beijing, Beijing, China, Asia",Series C - Gaosi Education Group,https://www.crunchbase.com/funding_round/gaosi-education-group-series-c--fda9cefd,7,"AlphaX Partners, BOILING POINT INVESTMENT, CICC, CMC Capital Group, Loyal Valley Capital, Sinovation Ventures, The Hina Group",Late Stage Venture,"AlphaX Partners, BOILING POINT INVESTMENT, CMC Capital Group",Series C,5,550000000,CNY,83405998,3450000000,CNY,523183076,286405998,USD,286405998,Yes,,http://www.gaosiedu.com/,$1M to $10M,Late Stage Venture,1,"190,042"
2017-07-12,Xband specializes in providing rural cultural tourism solutions.,Xband,https://www.crunchbase.com/organization/xband,"Tour Operator, Tourism, Travel","Xuhui, Shanghai, China, Asia",Seed Round - Xband,https://www.crunchbase.com/funding_round/xband-seed--d4ce18da,3,"Cambrian Venture Capital, Chengdu Zhengjian, Qixi Investment",Seed,"Chengdu Zhengjian, Qixi Investment",Seed,3,,,,,,,37451930,USD,37451930,Yes,,http://xband.club/,$1M to $10M,Early Stage Venture,,"192,971"
2017-07-05,Ofo is a station-free bike-sharing platform operated via an online mobile application.,ofo,https://www.crunchbase.com/organization/ofo,"Cycling, Last Mile Transportation, Public Transportation, Ride Sharing, Transportation","Haidian, Beijing, China, Asia",Series E - ofo,https://www.crunchbase.com/funding_round/ofo-series-e--bf9f9336,5,"Alibaba Group, CPE, Didi, DST Global, Hony Capital",Late Stage Venture,"Alibaba Group, CPE, Hony Capital",Series E,9,700000000,USD,700000000,2300000000,USD,2300000000,2151231992,USD,2151231992,Yes,,https://www.ofo.com,$100M to $500M,Late Stage Venture,3,"197,062"
2017-09-06,YCloset was a women clothing rental platform.,YCloset,https://www.crunchbase.com/organization/ycloset,"Apps, Fashion, Rental, Shopping, Women's","Beijing, Beijing, China, Asia",Series C - YCloset,https://www.crunchbase.com/funding_round/ycloset-series-c--2c28ad9e,7,"Alibaba Innovation Investment, GSR Ventures, HSG, IDG Capital, SBCVC, ZhenFund, Zhizhuo Capital",Late Stage Venture,"Alibaba Innovation Investment, HSG, SBCVC",Series C,5,50000000,USD,50000000,,,,70151961,USD,70151961,Yes,,http://www.yi23.net/,$10M to $50M,,,"200,011"
2017-07-28,AutocloudPro is a developer of a cloud platform for auto parts sales and distribution.,AutocloudPro,https://www.crunchbase.com/organization/autocloudpro,"Automotive, Cloud Computing, Information Technology, Logistics, Software, Supply Chain Management","Shanghai, Shanghai, China, Asia",Series A - AutocloudPro,https://www.crunchbase.com/funding_round/autocloudpro-series-a--89ee0194,5,"Fenghou Capital, Lang Sheng Investment, Matrix Partners China, Qingsong Fund, Shoutai Investment Group",Early Stage Venture,"Lang Sheng Investment, Qingsong Fund, Shoutai Investment Group",Series A,4,17000000,USD,17000000,,,,104957758,USD,104957758,Yes,,http://www.autocloudpro.com/index.php/home/v2_index/index,$10M to $50M,Late Stage Venture,,"202,367"
2017-07-26,Liulishuo is an AI-driven educational technology company that helps users to learn English more efficiently and communicate with the world.,Liulishuo,https://www.crunchbase.com/organization/liulishuo,"Apps, Artificial Intelligence (AI), Education, Language Learning, Software","Shanghai, Shanghai, China, Asia",Series C - Liulishuo,https://www.crunchbase.com/funding_round/liulishuo-series-c--dc2d8875,7,"Cherubic Ventures, CMC Capital Group, GGV Capital, Hearst Ventures, IDG Capital, Trustbridge Partners, Wu Capital",Late Stage Venture,"CMC Capital Group, Wu Capital",Series C,6,100000000,USD,100000000,,,,128900000,USD,128900000,Yes,,https://www.liulishuo.com/,$100M to $500M,IPO,2,"210,034"
2017-09-22,"YH Global provides transport distribution, international freight forwarding, and commerce logistics services.",YH Global,https://www.crunchbase.com/organization/yh-global,"Automotive, Freight Service, Logistics, Supply Chain Management, Transportation","Shenzhen, Guangdong, China, Asia",Series A - YH Global,https://www.crunchbase.com/funding_round/yh-global-series-a--84955032,5,"Grandland Group, HNF, Stone Capital, Tangrong Capital, Yonghua Capital",Early Stage Venture,"HNF, Yonghua Capital",Series A,1,182000000,USD,182000000,818000000,USD,818000000,182000000,USD,182000000,Yes,,http://www.yhglobal.com,,Early Stage Venture,,"211,359"
2017-09-08,Lockin U is a recruitment platform for global talents.,Lockin U,https://www.crunchbase.com/organization/lockin-u,"Employment, Human Resources, Recruiting","Beijing, Beijing, China, Asia",Seed Round - Lockin U,https://www.crunchbase.com/funding_round/lockin-u-seed--39d3d308,4,"China Unicom, Horus Capital, Huake Caifu Touzi, Sinvo Group",Seed,"China Unicom, Sinvo Group",Seed,4,50000000,CNY,7716347,,,,12740673,USD,12740673,Yes,,http://www.lockinchina.com/,$10M to $50M,Early Stage Venture,,"211,839"
2017-09-04,Bitmain is a design and manufacture of high performance computing chips and software.,Bitmain,https://www.crunchbase.com/organization/bitmain,"Application Specific Integrated Circuit (ASIC), Bitcoin, Electronics, Manufacturing, Semiconductor","Beijing, Beijing, China, Asia",Series A - Bitmain,https://www.crunchbase.com/funding_round/bitmain-series-a--0f4badde,3,"HSG, IDG Capital, Sinovation Ventures",Early Stage Venture,"HSG, IDG Capital, Sinovation Ventures",Series A,3,50000000,USD,50000000,,,,764700000,USD,764700000,Yes,,https://www.bitmain.com,$1B to $10B,Early Stage Venture,,"211,969"
2017-08-15,"Haici Technology is a mobile platform for hospitals to connect patients, optimise hospital visits and streamline admin workflow.",Haici Technology,https://www.crunchbase.com/organization/haici-technology,"Apps, Health Care, Mobile, Software","Guangzhou, Guangdong, China, Asia",Series B - Haici Technology,https://www.crunchbase.com/funding_round/haici-technology-series-b--17943bf5,3,"Eight Roads Ventures, SIG China (SIG Asia Investments), Vertex Ventures China",Early Stage Venture,"Eight Roads Ventures, SIG China (SIG Asia Investments)",Series B,4,15000000,USD,15000000,,,,15000000,USD,15000000,Yes,,http://www.gzhc365.com/,,Late Stage Venture,1,"212,878"
2017-07-12,A Chinese B2B fabric trading platform.,Lianshang,https://www.crunchbase.com/organization/lianshang,"B2B, E-Commerce, Textiles, Trading Platform","Jingan, Shanghai, China, Asia",Series C - Lianshang,https://www.crunchbase.com/funding_round/lianshang-series-c--889f1338,4,"China Growth Capital | CGC, China Renaissance, Fengshion Capital, IDG Capital",Late Stage Venture,"China Renaissance, Fengshion Capital",Series C,3,30000000,USD,30000000,,,,51500000,USD,51500000,Yes,,http://www.lianshang.com/,,Late Stage Venture,,"215,275"
2017-08-17,Hydata is a data visualization focused company,Hydata,https://www.crunchbase.com/organization/hydata,"Analytics, Artificial Intelligence (AI), Data Integration, Enterprise","Beijing, Beijing, China, Asia",Series B - Hydata,https://www.crunchbase.com/funding_round/hydata-series-b--d6899257,3,"IDG Capital, Oriental Fortune Capital, ShengJing360",Early Stage Venture,"IDG Capital, ShengJing360",Series B,2,100000000,CNY,14978484,,,,100000000,CNY,14978484,Yes,,http://www.hiynn.com,,Early Stage Venture,,"218,943"
2017-08-17,Lai Yong Che is a car rental and buying service platform.,Lai Yong Che,https://www.crunchbase.com/organization/lai-yong-che,"Automotive, Rental","Beijing, Beijing, China, Asia",Series A - Lai Yong Che,https://www.crunchbase.com/funding_round/lai-yong-che-series-a--f63154d8,3,"Jinke Tom Cat Cultural Industry, Meili Finance, Xingyi Capital",Early Stage Venture,"Jinke Tom Cat Cultural Industry, Meili Finance",Series A,3,100000000,CNY,14978484,,,,113000000,CNY,16972690,Yes,,https://www.laiyongche.com/,,Early Stage Venture,,"218,997"
2017-08-23,VIPKid connects teachers in North America with children around the world for real-time English immersion learning online,VIPKID,https://www.crunchbase.com/organization/vipkid,"E-Learning, Education, Internet, Online Portals, Primary Education","Beijing, Beijing, China, Asia",Series D - VIPKID,https://www.crunchbase.com/funding_round/vipkid-series-d--45b48136,5,"HSG, Sinovation Ventures, Tencent, Wendi Murdoch, YF Capital",Late Stage Venture,"HSG, Tencent",Series D,10,200000000,USD,200000000,1300000000,USD,1300000000,1055077215,USD,1055077215,Yes,,https://www.vipkid.com.cn,$500M to $1B,Late Stage Venture,2,"222,580"
2017-09-14,Langbo is an online English education company.,Langbo,https://www.crunchbase.com/organization/langbo,"E-Learning, Education, Language Learning","Haidian, Beijing, China, Asia",Series B - Langbo,https://www.crunchbase.com/funding_round/langbo-series-b--1b32677a,2,"GF Xinde Investment Management, THU Capital",Early Stage Venture,"GF Xinde Investment Management, THU Capital",Series B,3,60000000,CNY,9155117,,,,12440917,USD,12440917,Yes,,http://www.langlib.com/,$1M to $10M,Early Stage Venture,,"223,177"
2017-08-15,"Mailman Group is a social media innovation and technology company, provides social media services.",MAILMAN GROUP,https://www.crunchbase.com/organization/mailman-group,"Advertising, Market Research, Marketing","Shanghai, Shanghai, China, Asia",Series A - MAILMAN GROUP,https://www.crunchbase.com/funding_round/mailman-group-series-a--e33a412b,2,"Kaixing Capital, Yao Capital",Early Stage Venture,"Kaixing Capital, Yao Capital",Series A,2,3000000,USD,3000000,,,,18000000,USD,18000000,Yes,,http://www.mailmangroup.com/,$1M to $10M,M&A,,"223,195"
2017-07-20,Chinahadoop is an online education platform focusing on new internet technologies and big data.,Chinahadoop,https://www.crunchbase.com/organization/chinahadoop,"Big Data, EdTech, Information Technology","Beijing, Beijing, China, Asia",Seed Round - Chinahadoop,https://www.crunchbase.com/funding_round/chinahadoop-seed--29227c46,2,"Sinovation Ventures, Toutoushidao Capital",Seed,"Sinovation Ventures, Toutoushidao Capital",Seed,1,20000000,CNY,2958759,,,,20000000,CNY,2958759,Yes,,https://www.chinahadoop.cn/,,Seed,,"223,555"
2017-08-07,Healthcare services provider based in China.,Gu Sheng Tang,https://www.crunchbase.com/organization/gu-sheng-tang,"Alternative Medicine, Health Care, Medical, Personal Health, Wellness","Guangzhou, Guangdong, China, Asia",Series D - Gu Sheng Tang,https://www.crunchbase.com/funding_round/gu-sheng-tang-series-d--05b01dca,2,"China Life Insurance, China Merchants Bank",Late Stage Venture,"China Life Insurance, China Merchants Bank",Series D,4,510000000,CNY,75878743,,,,1010000000,CNY,150269667,Yes,,https://www.gstzy.cn/,$100M to $500M,Late Stage Venture,,"224,092"
2017-07-14,Hand Hitech is an in-vehicle intelligent weighing management system developer company.,Hand Hitech,https://www.crunchbase.com/organization/hand-hitech,"Automotive, Information Technology, Test and Measurement","Nanshanqu, Guangdong, China, Asia",Angel Round - Hand Hitech,https://www.crunchbase.com/funding_round/hand-hitech-angel--beda49dc,4,"Eastern Bell Capital, Frees Fund, G7, Shenzhen Qianhai Longteng Investment Asset Management",Seed,,Angel,2,20000000,CNY,2950745,,,,100000000,CNY,14378010,Yes,,http://www.hand-hitech.com,,Early Stage Venture,,"225,810"
2017-07-03,Bingobox is an unmanned convenience store startup operating in China.,Bingobox,https://www.crunchbase.com/organization/bingobox,"E-Commerce, Retail, Sales Automation","Zhangshan, Guangdong, China, Asia",Series A - Bingobox,https://www.crunchbase.com/funding_round/bingobox-series-a--ff2c38e2,4,"GGV Capital, Qiming Venture Partners, Source Code Capital, Ventech China",Early Stage Venture,"GGV Capital, Qiming Venture Partners",Series A,2,100000000,CNY,14705638,,,,94705638,USD,94705638,Yes,,,$100M to $500M,Early Stage Venture,2,"228,164"
2017-07-03,Redoop Enterprise develops a software platform that improves efficiency of enterprise big data operations.,Redoop Enterprise,https://www.crunchbase.com/organization/redoop-enterprise,"Big Data, Productivity Tools, Software","Beijing, Beijing, China, Asia",Seed Round - Redoop Enterprise,https://www.crunchbase.com/funding_round/redoop-enterprise-seed--06eaf84f,1,Horus Capital,Seed,Horus Capital,Seed,2,10000000,CNY,1470564,,,,11100000,CNY,1647988,Yes,,https://www.redoop.com,,Seed,,"228,646"
2017-08-02,Chomp Cloud is a Chinese food court operator.,Chomp Cloud,https://www.crunchbase.com/organization/shiyunji,Food and Beverage,"Nanjing, Jiangsu, China, Asia",Series A - Chomp Cloud,https://www.crunchbase.com/funding_round/shiyunji-series-a--65e30e22,4,"BAI capital, Qiming Venture Partners, SIG China (SIG Asia Investments), ZhenFund",Early Stage Venture,"BAI capital, Qiming Venture Partners",Series A,3,7000000,USD,7000000,,,,26300000,USD,26300000,Yes,,http://www.shiyunji.com,,Early Stage Venture,1,"233,192"
2017-09-22,A Chinese medical contract research organization.,Bellen,https://www.crunchbase.com/organization/bellen,"Biotechnology, Chemical, Medical, Pharmaceutical, Product Research","Beijing, Beijing, China, Asia",Series B - Bellen,https://www.crunchbase.com/funding_round/bellen-series-b--33335ba6,5,"Dachen Chuanglian, Dianjing Shijie, Gefeiyueren, Legend Capital, Zhongjin Qichen",Early Stage Venture,"Legend Capital, Zhongjin Qichen",Series B,3,250000000,CNY,37911817,,,,67911817,USD,67911817,Yes,,http://bellenchem.com/,$1B to $10B,Late Stage Venture,,"233,332"
2017-07-07,XFinTech engages in the asset securitization services.,XFinTech,https://www.crunchbase.com/organization/xfintech,"Asset Management, Finance, Security","Nanshanqu, Guangdong, China, Asia",Seed Round - XFinTech,https://www.crunchbase.com/funding_round/xfintech-seed--3a5bd605,6,"Boyue Changxing Industrial, Jincheng Dingsheng, Shenzhen Guozhong Venture Capital Management, Shenzhen Jiacaili Zican, TopoScend Capital, Xiamen Venture Capital",Seed,Shenzhen Guozhong Venture Capital Management,Seed,2,3000000,CNY,440862,,,,6000000,CNY,911496,Yes,,https://www.xfintech.com.cn,,Seed,,"236,779"
2017-08-01,Morror engages in the research and development of intelligent mirror display equipment.,Morror,https://www.crunchbase.com/organization/morror,"Beauty, Hardware, Manufacturing, Network Hardware","Wuxi Shi, Jiangsu, China, Asia",Angel Round - Morror,https://www.crunchbase.com/funding_round/morror-angel--aaa582bd,6,"Bangning Capital, Huimi Investment Management, Mic Finance, Ralph Investment Management, Seazen, Xiaojushu Network Technology",Seed,Ralph Investment Management,Angel,1,5000000,CNY,744584,,,,5000000,CNY,744584,Yes,,http://1075tec.com,,Seed,,"237,066"
2017-07-07,A Chinese precision medicine solutions provider.,Qiagen Suzhou Translational Medicine,https://www.crunchbase.com/organization/qiagen-suzhou-translational-medicine,"Biopharma, Biotechnology, Health Care, Pharmaceutical, Precision Medicine","Suzhou, Jiangsu, China, Asia",Series A - Qiagen Suzhou Translational Medicine,https://www.crunchbase.com/funding_round/qiagen-suzhou-translational-medicine-series-a--5a31c64c,5,"Angel Medical Instrument, BoYueZhiYuan Capital, New Horizon Capital, Qiming Venture Partners, Quan Capital",Early Stage Venture,Qiming Venture Partners,Series A,1,175000000,CNY,25716952,,,,175000000,CNY,25716952,Yes,,http://transmedchina.com/,,Early Stage Venture,1,"237,436"
2017-08-14,Zuoyebang is an online education platform that provides quality educational products and services to k12 students.,Zuoyebang,https://www.crunchbase.com/organization/zuoyebang,"Apps, Artificial Intelligence (AI), E-Learning, EdTech, Education, Q&A, Search Engine, Tutoring","Beijing, Beijing, China, Asia",Series C - Zuoyebang,https://www.crunchbase.com/funding_round/zuoyebang-series-c--8a242b56,6,"GGV Capital, H Capital Advance, HSG, Legend Capital, Tiger Global Management, Xianghe Capital",Late Stage Venture,H Capital Advance,Series C,6,150000000,USD,150000000,,,,2935000000,USD,2935000000,Yes,,https://www.zybang.com,$10M to $50M,Late Stage Venture,2,"244,254"
2017-08-24,Baozhunniu is a customized insurance products provider.,Baozhunniu,https://www.crunchbase.com/organization/baozhunniu,"Finance, Financial Services, Insurance","Beijing, Beijing, China, Asia",Series B - Baozhunniu,https://www.crunchbase.com/funding_round/baozhunniu-series-b--a5711df1,5,"Denise Peng, Marathon Venture Partners, Matrix Partners China, Xinyi Capital, ZRC Capital",Early Stage Venture,Marathon Venture Partners,Series B,2,100000000,CNY,15010282,,,,130000000,CNY,19527572,Yes,,http://www.baozhunniu.com/,$1M to $10M,Early Stage Venture,,"245,589"
