Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2017-08-25,Zhaoyou is a B2B ecommerce platform for the petroleum industry.,51zhaoyou.com,https://www.crunchbase.com/organization/51zhaoyou-com,"B2B, Fuel, Oil and Gas","Shanghai, Shanghai, China, Asia",Series B - 51zhaoyou.com,https://www.crunchbase.com/funding_round/51zhaoyou-com-series-b--0cff45f3,5,"DCM Ventures, GGV Capital, Huochebang, Sky9 Capital, Yunqi Partners",Early Stage Venture,DCM Ventures,Series B,3,31800000,USD,31800000,,,,199800000,USD,199800000,Yes,,http://www.51zhaoyou.com,,Late Stage Venture,3,"260,215"
2017-08-28,Fireball is an e-commerce shopping platform that produces high-quality content and recommends good things.,Fireball,https://www.crunchbase.com/organization/fireball-5726,"B2B, E-Commerce, Shopping","Hangzhou, Zhejiang, China, Asia",Series A - Fireball,https://www.crunchbase.com/funding_round/fireball-5726-series-a--96a28773,3,"Meridian Capital Asia, SAIF Partners, Telescope Investment",Early Stage Venture,Meridian Capital Asia,Series A,3,35000000,CNY,5296345,,,,58000000,CNY,8652619,Yes,,http://huoqiuapp.com/,,Early Stage Venture,,"262,167"
2017-06-29,Tianjin Galaxy Cool Media is a local online video content producer.,Tianjin Galaxy Cool Media,https://www.crunchbase.com/organization/tianjin-galaxy-cool-media,"Content, Digital Media, Video","Tianjing, Tianjin, China, Asia",Series B - Tianjin Galaxy Cool Media,https://www.crunchbase.com/funding_round/tianjin-galaxy-cool-media-series-b--b4dd1af6,3,"Hongtai Capital Holdings, YF Capital, Youku",Early Stage Venture,YF Capital,Series B,1,200000000,CNY,29467007,,,,200000000,CNY,29467007,Yes,,,,Early Stage Venture,,"262,857"
2017-07-27,Kuaile Zhihui is an artificial intelligence start-up develops educational robots for children.,Kuaile Zhihui,https://www.crunchbase.com/organization/kuaile-zhihui,"Artificial Intelligence (AI), EdTech, Robotics","Beijing, Beijing, China, Asia",Series A - Kuaile Zhihui,https://www.crunchbase.com/funding_round/kuaile-zhihui-series-a--df93888f,3,"Elite Capital, GGV Capital, Qiming Venture Partners",Early Stage Venture,Qiming Venture Partners,Series A,1,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,,,Early Stage Venture,,"263,142"
2017-07-31,"Weiclicai is an auto real right crowdfunding information agent platform that links car dealers, buyers, and investors.",Weiclicai,https://www.crunchbase.com/organization/weiclicai,,"Shenzhen, Guangdong, China, Asia",Series A - Weiclicai,https://www.crunchbase.com/funding_round/weiclicai-series-a--c9ca5921,3,"51 Credit Card Manager, CrestValue, In Capital",Early Stage Venture,In Capital,Series A,3,36000000,CNY,5352483,,,,46000000,CNY,6897099,Yes,,https://www.weiclicai.com/,,Early Stage Venture,,"263,560"
2017-07-01,RunFox is an online education app that provides English learning content.,RunFox,https://www.crunchbase.com/organization/runfox,"Children, Education, Language Learning","Chengdu, Sichuan, China, Asia",Angel Round - RunFox,https://www.crunchbase.com/funding_round/runfox-angel--7f4c9502,3,"Paladin, Ruiran Touzi, Tongde Capital",Seed,Tongde Capital,Angel,1,10000000,CNY,1475459,,,,10000000,CNY,1475459,Yes,,http://www.runfox.com/,,Seed,,"264,619"
2017-09-11,Airburg is an air purifier maker.,Airburg,https://www.crunchbase.com/organization/airburg,"Apps, Computer, Manufacturing, Mobile Apps, Robotics","Beijing, Beijing, China, Asia",Venture Round - Airburg,https://www.crunchbase.com/funding_round/airburg-series-unknown--a206819c,2,"Lightspeed China Partners, ZhenFund",,Lightspeed China Partners,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.airburg.cn/,,,1,"263,400"
2017-06-26,Dook Book is a book publisher that also offers digital media and film operations.,Dook Book,https://www.crunchbase.com/organization/dook-book,"Advertising, Digital Media, EBooks, Film, Marketing, Publishing, Social Media","Shanghai, Shanghai, China, Asia",Series A - Dook Book,https://www.crunchbase.com/funding_round/dook-book-series-a--2a8c64c9,3,"Legend Capital, Neixiang Fund, Zhihe Capital",Early Stage Venture,Legend Capital,Series A,1,128000000,CNY,18714118,1872000000,CNY,273693974,128000000,CNY,18714118,Yes,,http://www.dookbook.com/,$50M to $100M,Early Stage Venture,,"264,644"
2017-08-13,Dengta focuses on technological and financial innovation in the securities market.,Dengta,https://www.crunchbase.com/organization/dengta,"Financial Services, Professional Services, Security","Wuhan, Hubei, China, Asia",Series A - Dengta,https://www.crunchbase.com/funding_round/dengta-series-a--25062a70,3,"Hubei Chutian Smart Communication, Kaitai Capital, Shanghai Qiguang Touzi",Early Stage Venture,Kaitai Capital,Series A,2,55000000,CNY,8255531,,,,105000000,CNY,16332715,Yes,,http://wedengta.com/,,Early Stage Venture,,"263,162"
2017-08-30,Kaishiba is a consumer investment platform.,Kaishiba,https://www.crunchbase.com/organization/kaistart,Internet,"Hangzhou, Zhejiang, China, Asia",Series C - Kaishiba,https://www.crunchbase.com/funding_round/kaistart-series-c--031fe623,3,"Certain Capital, Jack Ma, YF Capital",Late Stage Venture,YF Capital,Series C,5,29000000,USD,29000000,,,,49540015,USD,49540015,Yes,,https://www.kaishiba.com/,$1M to $10M,Late Stage Venture,,"263,284"
2017-08-22,Relashenghuo is a chain snack store operator that specializes in spicy red crayfish.,Relashenghuo,https://www.crunchbase.com/organization/relashenghuo,"Food and Beverage, Snack Food, Supply Chain Management","Beijing, Beijing, China, Asia",Series B - Relashenghuo,https://www.crunchbase.com/funding_round/relashenghuo-series-b--fdfa0fd9,2,"Gaorong Capital, N5Capital",Early Stage Venture,Gaorong Capital,Series B,2,140000000,CNY,21009192,,,,140000000,CNY,21009192,Yes,,,,Early Stage Venture,1,"263,990"
2017-07-26,HappyJob.com is a part-time job platform that provides part-time job opportunities for college students.,HAPPYJOB.COM,https://www.crunchbase.com/organization/happyjob-com,"Employment, Human Resources, Recruiting","Shijiazhuang, Hebei, China, Asia",Seed Round - HAPPYJOB.COM,https://www.crunchbase.com/funding_round/happyjob-com-seed--89511b2d,3,"Flyfot Ventures, Liepin, Long Capital",Seed,Flyfot Ventures,Seed,3,9999900,CNY,1480436,,,,13999900,CNY,2093923,Yes,,http://www.happyjob.com/,,Seed,,"264,782"
2017-09-07,A checkout-free convenience store that places snack bars in offices.,Seven Koalas,https://www.crunchbase.com/organization/seven-koalas,"Food Delivery, Snack Food","Beijing, Beijing, China, Asia",Series A - Seven Koalas,https://www.crunchbase.com/funding_round/seven-koalas-series-a--0e866eef,2,"Matrix Partners China, Yi Capital",Early Stage Venture,Yi Capital,Series A,1,50000000,CNY,7709862,,,,50000000,CNY,7709862,Yes,,,,Early Stage Venture,1,"263,395"
2017-07-09,9yiwu is an e-commerce company dealing with consumer goods.,9yiwu,https://www.crunchbase.com/organization/9yiwu,"Consumer Goods, E-Commerce, Shopping","Guangzhou, Guangdong, China, Asia",Series A - 9yiwu,https://www.crunchbase.com/funding_round/9yiwu-series-a--5a61671f,3,"HY Capital, Xianmen Chuangtou, Zongheng Tianxia",Early Stage Venture,HY Capital,Series A,1,50000000,CNY,7349177,,,,50000000,CNY,7349177,Yes,,http://www.9yiwu.com,,Early Stage Venture,,"264,256"
2017-07-12,Slamtec provides first consumer level high performance robot localization.,Slamtec,https://www.crunchbase.com/organization/shanghai-slamtec,"Industrial, Robotics","Shanghai, Shanghai, China, Asia",Series B - Slamtec,https://www.crunchbase.com/funding_round/shanghai-slamtec-series-b--5192c38e,3,"CAS Holding Group, China Equity, Shenzhen Guozhong Venture Capital Management",Early Stage Venture,CAS Holding Group,Series B,2,150000000,CNY,22099122,,,,32099122,USD,32099122,Yes,,http://slamtec.com/,$1M to $10M,Early Stage Venture,,"264,380"
2017-07-04,Huodongxing.com is a platform for event registration and the sale of tickets online.,Huodongxing,https://www.crunchbase.com/organization/huodongxing,"E-Commerce, Ticketing, Travel","Beijing, Beijing, China, Asia",Series A - Huodongxing,https://www.crunchbase.com/funding_round/huodongxing-series-a--8ca6b51c,3,"Recruit Holdings, Tencent, Ucommune",Early Stage Venture,Tencent,Series A,4,,,,,,,10000000,USD,10000000,Yes,,http://www.huodongxing.com,$10M to $50M,Early Stage Venture,,"264,093"
2017-07-05,Zhaogang.com is a website that is specialized in steel trading information services for buyers and suppliers.,Zhaogang.com,https://www.crunchbase.com/organization/zhaogang,"Advanced Materials, Industrial Manufacturing, Trading Platform","Yangpu, Hainan, China, Asia",Series F - Zhaogang.com,https://www.crunchbase.com/funding_round/zhaogang-series-f--e8c9cc30,3,"Russia-China Investment Fund, Russian Direct Investment Fund, West Fund",Late Stage Venture,West Fund,Series F,6,500000000,CNY,73516709,,,,379357530,USD,379357530,Yes,,http://www.zhaogang.com,$500M to $1B,Late Stage Venture,,"265,105"
2017-08-01,Zhejiang Publishing United Group is engaged in deal related to the publishing industry materials trade.,Zhejiang Publishing United Group,https://www.crunchbase.com/organization/zhejiang-publishing-united-group,,"Hangzhou, Zhejiang, China, Asia",Venture Round - Zhejiang Publishing United Group,https://www.crunchbase.com/funding_round/zhejiang-publishing-united-group-series-unknown--f37f7fe5,2,"Dunhong Capital Management, Zhongding Asset Management",,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.zjcb.com/,,IPO,,"266,463"
2017-06-30,U Power is a car sourcing services provider with a mission of becoming an EV market player.,U Power,https://www.crunchbase.com/organization/u-power-f976,"Auto Insurance, Automotive, Electric Vehicle, Service Industry","Shanghai, Shanghai, China, Asia",Series B - U Power,https://www.crunchbase.com/funding_round/u-power-f976-series-b--ba68aedc,1,China Venture Capital HRVC,Early Stage Venture,China Venture Capital HRVC,Series B,5,20000000,CNY,2951049,,,,12793016,USD,12793016,Yes,,https://www.upincar.com,Less than $1M,IPO,,"267,119"
2017-07-04,Motie.com is an online book publishing platform.,Motie.com,https://www.crunchbase.com/organization/motie-com,"Internet, Media and Entertainment, Publishing","Beijing, Beijing, China, Asia",Series C - Motie.com,https://www.crunchbase.com/funding_round/motie-com-series-c--1ac249d0,9,"BOC & Utrust Private Equity Fund Management, China COSCO SHIPPING, CITIC Trust, CQY Capital, Five Bulls Fund, Hangzhou Daoying Touzi, JC Capital, Sumo Capital Management Co., LTD., Toutoushidao Capital",Late Stage Venture,,Series C,3,300000000,CNY,44120035,,,,450000000,CNY,66003304,Yes,,http://www.motie.com,,Late Stage Venture,,"267,466"
2017-08-24,China National Gold Group Gold Jewellery is a gold jewelry production and sales enterprise.,"China National Gold Group Gold Jewellery Co., Ltd",https://www.crunchbase.com/organization/china-national-gold-group-gold-jewellery-co-ltd,"Jewelry, Manufacturing, Retail","Beijing, Beijing, China, Asia","Series A - China National Gold Group Gold Jewellery Co., Ltd",https://www.crunchbase.com/funding_round/china-national-gold-group-gold-jewellery-co-ltd-series-a--ecac33b1,9,"Caifeng Jinxin Commercial Center, China Construction Bank, China Industrial Asset Management, CITIC Securities, Guangzhou Yuexiu Industrial Investment Fund, JD Logistics, Jun Yuan Capital, Zhong Xin Hang Capital Management, Zhongrong International Trust",Early Stage Venture,,Series A,2,99000000,CNY,14860179,,,,102000000,CNY,15352012,Yes,,https://www.chnau99999.com/,$10M to $50M,Early Stage Venture,,"267,338"
2017-06-27,AIBIDA provides flower products based on the internet of things.,AIBIDA,https://www.crunchbase.com/organization/aibida,"Flowers, Internet of Things","Chenggong, Yunnan, China, Asia",Series A - AIBIDA,https://www.crunchbase.com/funding_round/aibida-series-a--65bd3bbc,7,"Daohe Jinhui, Envision, Peak Valley Capital, Rongcheng Touzi, Seven-Color Tech, Xindali Capital, Yizhou Dongke",Early Stage Venture,Peak Valley Capital,Series A,4,100000000,CNY,14678037,,,,144000000,CNY,21268221,Yes,,http://www.aibida.cn/,,Early Stage Venture,,"268,333"
2017-07-28,ShopEx is an e-commerce software and service provider in China.,ShopEx,https://www.crunchbase.com/organization/shopex,"E-Commerce, Shopping","Shanghai, Shanghai, China, Asia",Series D - ShopEx,https://www.crunchbase.com/funding_round/shopex-series-d--161a7ba0,6,"CBC Capital, Gopher Asset Management, Joy Capital, K2VC, New Alliance Capital, Tianxing Capital",Late Stage Venture,Joy Capital,Series D,3,700000000,CNY,103905357,,,,105905357,USD,105905357,Yes,,http://www.shopex.cn,$10M to $50M,Late Stage Venture,,"269,507"
2017-06-28,Chaitin Tech is a world leading and technology driven cyber security solution provider.,Chaitin Tech,https://www.crunchbase.com/organization/chaitin-tech,"Cyber Security, Network Security, Security","Beijing, Beijing, China, Asia",Series A - Chaitin Tech,https://www.crunchbase.com/funding_round/chaitin-tech-series-a--d6862c2b,5,"Apple Funds, Didi, Junsan Capital, Qiming Venture Partners, ZhenFund",Early Stage Venture,Qiming Venture Partners,Series A,4,27000000,CNY,3970238,,,,1133000000,CNY,160658507,Yes,,https://chaitin.cn,,M&A,1,"271,325"
2017-09-01,"ABC Fintech provides AI-driven cloud services company that provides big data, cloud computing, machine learning for financial professionals.",ABC Fintech,https://www.crunchbase.com/organization/abc-fintech,"Artificial Intelligence (AI), Cloud Management, Enterprise Software, Financial Services, FinTech","Haidian, Beijing, China, Asia",Series A - ABC Fintech,https://www.crunchbase.com/funding_round/abc-fintech-series-a--8ab951ad,4,"Qiming Venture Partners, SIG China (SIG Asia Investments), Source Code Capital, Welight Capital",Early Stage Venture,Qiming Venture Partners,Series A,2,30000000,USD,30000000,,,,60000000,USD,60000000,Yes,,http://www.abcfintech.com,$1M to $10M,Early Stage Venture,2,"271,315"
2017-07-27,LabPlus provides STEM educational solutions for primary and secondary schools.,LabPlus,https://www.crunchbase.com/organization/labplus,"E-Learning, Education, STEM Education","Shenzhen, Guangdong, China, Asia",Series A - LabPlus,https://www.crunchbase.com/funding_round/labplus-series-a--c611726b,2,"IFSC, Rongzheng Investment Consulting",Early Stage Venture,Rongzheng Investment Consulting,Series A,2,20000000,CNY,2967065,,,,23000000,CNY,3441957,Yes,,https://labplus.cn/,,Early Stage Venture,,"271,495"
2017-09-07,51liucheng.com is an online study abroad transaction service platform.,51liucheng.com,https://www.crunchbase.com/organization/51liucheng-com,"E-Commerce, Education, Internet, Online Portals","Changning, Shanghai, China, Asia",Series A - 51liucheng.com,https://www.crunchbase.com/funding_round/51liucheng-com-series-a--10dd85f2,2,"Delta Capital, Yingfei Investment",Early Stage Venture,Delta Capital,Series A,7,5500000,USD,5500000,,,,24252533,USD,24252533,Yes,,http://www.51liucheng.com,,IPO,,"271,967"
2017-08-24,chayu.com is a promoter of contemporary tea culture.,chayu.com,https://www.crunchbase.com/organization/chayu-com,"Food and Beverage, Information Services, Tea","Shapingba, Chongqing, China, Asia",Series A - chayu.com,https://www.crunchbase.com/funding_round/chayu-com-series-a--acf09e62,2,"Jinzhongxing Touzi, Toutoushidao Capital",Early Stage Venture,Toutoushidao Capital,Series A,3,20000000,CNY,3002056,,,,43000000,CNY,6526770,Yes,,https://www.chayu.com,,Early Stage Venture,,"273,553"
2017-08-09,Lanyun Technologies is a network security monitoring and analysis company.,Lanyun Technologies,https://www.crunchbase.com/organization/lanyun-technologies,"Analytics, Network Security, Software","Haidian, Beijing, China, Asia",Series A - Lanyun Technologies,https://www.crunchbase.com/funding_round/lanyun-technologies-series-a--44754fb4,2,"CrestValue, Sinomach",Early Stage Venture,Sinomach,Series A,1,50000000,CNY,7494286,,,,50000000,CNY,7494286,Yes,,http://www.lanysec.com,,Early Stage Venture,,"274,430"
2017-07-31,Harmo Robotics is a developer of industrial robotic systems.,Harmo Robotics,https://www.crunchbase.com/organization/harmo,"Industrial Automation, Robotics","Wuhan, Hubei, China, Asia",Angel Round - Harmo Robotics,https://www.crunchbase.com/funding_round/harmo-angel--0a460fce,2,"Hubei Provincial High Technology Industry Investment, Runsheng Wenhua Chuangye Touzi",Seed,Hubei Provincial High Technology Industry Investment,Angel,1,18000000,CNY,2676242,,,,18000000,CNY,2676242,Yes,,http://www.harmorobotics.com/,,Seed,,"277,262"
2017-08-03,"Yiguo.com, an e-commerce platform owned and run by Shanghai Yiguo E-Commerce, sells fresh food online.",Yiguo.com,https://www.crunchbase.com/organization/shanghai-yiguo-electron-business,"E-Commerce, Grocery, Online Portals, Retail","Changning, Shanghai, China, Asia",Series D - Yiguo.com,https://www.crunchbase.com/funding_round/shanghai-yiguo-electron-business-series-d--44821b7c,1,Alibaba Group,Late Stage Venture,Alibaba Group,Series D,5,300000000,USD,300000000,,,,500000000,USD,500000000,Yes,,http://www.yiguo.com,$10M to $50M,Late Stage Venture,1,"274,702"
2017-08-21,Hainan Yile IoT is an internet of vehicles integrated solution provider.,Hainan Yile IoT,https://www.crunchbase.com/organization/hainan-yile-iot,"Automotive, Hardware, Software","Haikou, Hainan, China, Asia",Series A - Hainan Yile IoT,https://www.crunchbase.com/funding_round/hainan-yile-iot-series-a--020a3cb9,2,"Haikong Capital, Zhong He Sheng Capital",Early Stage Venture,Zhong He Sheng Capital,Series A,1,20000000,CNY,3000278,,,,20000000,CNY,3000278,Yes,,http://www.icarplus.net/,,Early Stage Venture,,"275,188"
2017-06-23,"Duocaitou, a Chinese real estate crowdfunding platform",Duocaitou,https://www.crunchbase.com/organization/duocaitou,"Crowdfunding, Real Estate, Real Estate Investment","Beijing, Beijing, China, Asia",Series A - Duocaitou,https://www.crunchbase.com/funding_round/duocaitou-series-a--19c5fb68,2,"DCM Ventures, Shunwei Capital",Early Stage Venture,DCM Ventures,Series A,2,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,http://www.duocaitou.com/,$1M to $10M,Early Stage Venture,,"275,329"
2017-09-20,Lanmo is a mobile interactive digital textbook and application development company.,Lanmo,https://www.crunchbase.com/organization/lanmo,"Education, Mobile Apps, Software, Textbook","Haidian, Beijing, China, Asia",Series A - Lanmo,https://www.crunchbase.com/funding_round/lanmo-series-a--4a9b5a1f,2,"Jihe Investment, Seentao Technology",Early Stage Venture,Jihe Investment,Series A,2,30000000,CNY,4562842,,,,50000000,CNY,7562111,Yes,,https://www.mosoink.com/,,Early Stage Venture,,"278,950"
2017-06-27,Fangqiu is a blockchain company.,Fangqiu,https://www.crunchbase.com/organization/fangqiu,Blockchain,"Beijing, Beijing, China, Asia",Angel Round - Fangqiu,https://www.crunchbase.com/funding_round/fangqiu-angel--8f4f4ab9,2,"Hyper Fund, UniValues Associates",Seed,Hyper Fund,Angel,1,3041400,USD,3041400,,,,3041400,USD,3041400,Yes,,,,Seed,,"275,837"
2017-06-30,"Rong Cloud is a messaging cloud service provider, focused for the internet, mobile internet developers.",Rong Cloud,https://www.crunchbase.com/organization/rong-cloud,"Internet, Messaging, Mobile, Software","Chaoyang, Liaoning, China, Asia",Series B - Rong Cloud,https://www.crunchbase.com/funding_round/rong-cloud-series-b--6654e0b7,2,"GP Capital, Tianxing Capital",Early Stage Venture,GP Capital,Series B,2,14000000,USD,14000000,,,,14000000,USD,14000000,Yes,,http://rongcloud.cn/,,Early Stage Venture,,"278,250"
2017-08-23,"Sight Plus is dedicated to expanding people's vision, allowing you to see more things in the real world through mobile devices",Sight Plus,https://www.crunchbase.com/organization/sight-plus,"3D Printing, 3D Technology, Mobile Devices","Pudong, Shandong, China, Asia",Series A - Sight Plus,https://www.crunchbase.com/funding_round/sight-plus-series-a--79ba97cd,1,Autohome,Early Stage Venture,Autohome,Series A,2,100000000,CNY,15017495,,,,140000000,CNY,21095938,Yes,,http://www.sightp.com,$1M to $10M,Early Stage Venture,1,"276,291"
2017-09-07,Shunwei is an indoor positioning service provider.,Shunwei,https://www.crunchbase.com/organization/shunwei,Indoor Positioning,"Beijing, Beijing, China, Asia",Series A - Shunwei,https://www.crunchbase.com/funding_round/shunwei-series-a--d7b8311c,1,Fosun RZ Capital,Early Stage Venture,Fosun RZ Capital,Series A,1,7700000,USD,7700000,,,,7700000,USD,7700000,Yes,,http://shunwei.com/resources/en/team.html,,Early Stage Venture,1,"275,783"
2017-07-01,Chuang Bicheng is a financial education platform company.,Chuang Bicheng,https://www.crunchbase.com/organization/chuang-bicheng,"Education, Finance, Financial Services","Guangzhou, Guangdong, China, Asia",Series A - Chuang Bicheng,https://www.crunchbase.com/funding_round/chuang-bicheng-series-a--20263943,2,"Huize, Koala Fund",Early Stage Venture,Koala Fund,Series A,1,20000000,CNY,2950919,,,,20000000,CNY,2950919,Yes,,http://www.trussan.com,,Early Stage Venture,,"274,497"
2017-07-13,Lecuntao offers wide range of agricultural products and equipment.,Lecuntao,https://www.crunchbase.com/organization/lecuntao,"Agriculture, Delivery Service, E-Commerce","Taiyuan, Shanxi, China, Asia",Series A - Lecuntao,https://www.crunchbase.com/funding_round/lecuntao-series-a--34f7f674,2,"Goldbridge Capital, Talent Capital",Early Stage Venture,Talent Capital,Series A,4,100000000,CNY,14743565,,,,65702453,USD,65702453,Yes,,http://home.lecuntao.com/,,Early Stage Venture,,"274,687"
2017-09-22,ACC5.COM is an accounting practice learning platform.,ACC5.COM,https://www.crunchbase.com/organization/acc5-com,"Accounting, Education, Software, Training","Nanshanqu, Guangdong, China, Asia",Series A - ACC5.COM,https://www.crunchbase.com/funding_round/acc5-com-series-a--c1870b34,2,"Fortune Venture Capital, Shenzhen Qianhai Ruijie Management Consulting Enterprise",Early Stage Venture,Fortune Venture Capital,Series A,2,41500000,CNY,6293362,,,,44500000,CNY,6781060,Yes,,https://www.acc5.com/,,Early Stage Venture,,"274,695"
2017-09-20,"CICC, a joint venture investment bank, provides investment banking, capital market, individual sales, and trading services to its clients.",CICC,https://www.crunchbase.com/organization/cicc,"Banking, Finance, Financial Services, Venture Capital","Beijing, Beijing, China, Asia",Post-IPO Equity - CICC,https://www.crunchbase.com/funding_round/cicc-post-ipo-equity--1b8b40ea,1,Tencent,,Tencent,Post-IPO Equity,2,367000000,USD,367000000,,,,367000000,USD,367000000,Yes,,http://www.cicc.com/index_en.xhtml?locale=en,$1B to $10B,IPO,1,"276,386"
2017-09-01,Fagougou provides text and voice intelligent interactive solutions through artificial intelligence technology.,Fagougou,https://www.crunchbase.com/organization/fagougou,"Artificial Intelligence (AI), Audio, Information Services, Information Technology, Machine Learning","Nanshanqu, Guangdong, China, Asia",Seed Round - Fagougou,https://www.crunchbase.com/funding_round/fagougou-seed--0e8fe0a6,2,"Tenplus Ventures, YIMI",Seed,YIMI,Seed,2,10000000,CNY,1524100,,,,13000000,CNY,1957488,Yes,,https://www.fagougou.com/,,Seed,,"276,629"
2017-08-29,Tianzhong Tiyu engages in the application of sports athlete information and offline services.,Tianzhong Tiyu,https://www.crunchbase.com/organization/tianzhong-tiyu,"Events, Media and Entertainment, Sports","Shanghai, Shanghai, China, Asia",Series A - Tianzhong Tiyu,https://www.crunchbase.com/funding_round/tianzhong-tiyu-series-a--d7e2682c,2,"Northern Light Venture Capital, Yao Capital",Early Stage Venture,Yao Capital,Series A,2,20000000,CNY,3032026,,,,40000000,CNY,5997679,Yes,,http://www.tzsports.com/,,Early Stage Venture,,"276,046"
2017-08-15,They brought together a lot of communication resources to each application plug newsletter wings.,Ucpaas,https://www.crunchbase.com/organization/ucpaas,"Cloud Data Services, Communities, Network Hardware, News","Shenzhen, Guangdong, China, Asia",Series B - Ucpaas,https://www.crunchbase.com/funding_round/ucpaas-series-b--4d2637e4,2,"Legend Capital, Mangrove Capital",Early Stage Venture,Mangrove Capital,Series B,2,300000000,CNY,44872696,,,,400000000,CNY,59930329,Yes,,http://ucpaas.com/,$1M to $10M,Early Stage Venture,,"276,696"
2017-08-01,Kintep Environmental is a high-tech enterprise focusing on new equipment and new technologies for sludge treatment.,Kintep Environmental,https://www.crunchbase.com/organization/kintep-environmental,Manufacturing,"Taizhou, Jiangsu, China, Asia",Series B - Kintep Environmental,https://www.crunchbase.com/funding_round/kintep-environmental-series-b--5e8c8599,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series B,1,37940000,CNY,5649901,,,,37940000,CNY,5649901,Yes,,http://www.kintep.com/,$1M to $10M,Early Stage Venture,1,"276,697"
2017-07-14,Zzcuu is a data analysis and game operating platform company.,Zcuu,https://www.crunchbase.com/organization/zcuu,"Analytics, Gaming, Sales, Service Industry, Software","Putuo, Shanghai, China, Asia",Angel Round - Zcuu,https://www.crunchbase.com/funding_round/zcuu-angel--4ca05c4f,2,"Chengming Youxi, RICH Capital Partners",Seed,Chengming Youxi,Angel,2,8000000,CNY,1180298,,,,10000000,CNY,1488286,Yes,,http://www.z-cuu.com/,,Seed,,"276,738"
2017-08-15,Ankon Medical Technologies is a company developing medical equipment for gastric diagnosis.,Ankon Medical Technologies,https://www.crunchbase.com/organization/ankon-medical-technologies,"Health Care, Health Diagnostics, Medical, Medical Device","Wuhan, Hubei, China, Asia",Venture Round - Ankon Medical Technologies,https://www.crunchbase.com/funding_round/ankon-medical-technologies-series-unknown--ae9ee60e,4,"Dazhong Group, SBCVC, Tongsheng Capital, Youshi Capital",,,Venture - Series Unknown,1,100000000,USD,100000000,770000000,USD,770000000,100000000,USD,100000000,Yes,,https://www.ankoninc.com.cn,$1M to $10M,,,"279,426"
2017-07-27,Energy Monster is a power bank rental company that allows its users to rent power banks by scanning QR code.,Energy Monster,https://www.crunchbase.com/organization/energy-monster,"Consumer Electronics, Energy, Hardware, Rental","Beijing, Beijing, China, Asia",Series A - Energy Monster,https://www.crunchbase.com/funding_round/energy-monster-series-a--d80239c8,6,"BlueRun Ventures, Crystal Stream Capital, GF Xinde Investment Management, Hillhouse Investment, Shunwei Capital, Sky9 Capital",Early Stage Venture,,Series A,6,100000000,CNY,14835323,,,,380188464,USD,380188464,Yes,,http://www.enmonster.com,$100M to $500M,IPO,1,"279,713"
2017-08-30,TOYSTORE is the manufacturer of a homemade toy brand.,TOYSTORE,https://www.crunchbase.com/organization/toystore,"Home Decor, Manufacturing, Toys","Beijing, Beijing, China, Asia",Angel Round - TOYSTORE,https://www.crunchbase.com/funding_round/toystore-angel--cbbb3125,1,Telescope Investment,Seed,Telescope Investment,Angel,1,3000000,CNY,454850,,,,3000000,CNY,454850,Yes,,http://www.toystoredesign.com,,Seed,,"279,767"
2017-08-29,"Akeso Biopharma is a biopharmaceutical company committed to the discovery, development, and commercialization of therapies.",Akeso Biopharma,https://www.crunchbase.com/organization/akeso-biopharma,"Biopharma, Biotechnology, Health Care","Zhongshan, Anhui, China, Asia",Series B - Akeso Biopharma,https://www.crunchbase.com/funding_round/akeso-biopharma-series-b--219c782b,4,"Qianhai Fund of Funds, Shenzhen Capital Group, ShenZhen GTJA Investment Group, TriWise Capital",Early Stage Venture,ShenZhen GTJA Investment Group,Series B,5,300000000,CNY,45480387,,,,469966495,USD,469966495,Yes,,http://www.akesobio.com,$1B to $10B,IPO,1,"280,409"
2017-07-11,Yunshu Chuanmei offers broadcasting and television information security services.,Yunshu Chuanmei,https://www.crunchbase.com/organization/yunshu-chuanmei,"Broadcasting, Security, TV","Kunming, Yunnan, China, Asia",Series A - Yunshu Chuanmei,https://www.crunchbase.com/funding_round/yunshu-chuanmei-series-a--14ae5476,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,8000000,CNY,1176289,,,,8000000,CNY,1176289,Yes,,http://www.ynmdtv.com/,,Early Stage Venture,,"281,644"
